"","V1","V2","V3","V1.1","V3.1","V5","V4","V4.1","V2.1","V4.2","V5.1","V3.2","V3.3","V4.3","V4.4","V2.2","V4.5","V4.6","V4.7","V1.2","V1.3","V4.8","V5.2","V4.9","V2.3","V5.3","V5.4","V4.10","V4.11","V4.12","V4.13","V2.4","V4.14","V3.4","V1.4","V1.5","V4.15","V5.5","V2.5","V5.6","V3.5","V1.6","V3.6","V3.7","V1.7","V1.8","V4.16","V1.9","V2.6","V4.17","V1.10","V3.8","V4.18","V4.19","V1.11","V4.20","V2.7","V4.21","V1.12","V5.7","V1.13","V1.14","V4.22","V1.15","V1.16","V5.8","V1.17","V5.9","V1.18","V3.9","V4.23","V5.10","V3.10","V2.8","V4.24","V3.11","V1.19","V4.25","V2.9","V4.26","V4.27","V5.11","V3.12","V1.20","V4.28","V4.29","V4.30","V3.13","V4.31","V1.21","V2.10","V1.22","V3.14","V5.12","V1.23","V4.32","V3.15","V4.33","V3.16","V5.13","V3.17","V3.18","V5.14","V4.34","V4.35","V3.19","V5.15","V4.36","V3.20","V1.24","V4.37","V5.16","V4.38","V2.11","V4.39","V5.17","V1.25","V1.26","V1.27","V2.12","V5.18","V4.40","V4.41","V1.28","V1.29","V3.21","V1.30","V3.22"
"1",1.03846153846154,1.0625,2.02631578947368,1.55952380952381,1.81034482758621,1.04166666666667,1.3030303030303,1.27485380116959,1.23255813953488,1,1.17391304347826,1.4,1.13157894736842,3.64285714285714,2.22222222222222,1.125,1,1.03376623376623,5.92028985507246,1.71264367816092,1.0625,6.71428571428571,1.36842105263158,1.21428571428571,1.33333333333333,1.15942028985507,1.45238095238095,2.37037037037037,1.97777777777778,3.01020408163265,1.04166666666667,1.15151515151515,1.17647058823529,1.03370786516854,1.06572769953052,1.05882352941176,1.32911392405063,1,1.4,1.125,1.64864864864865,1.25925925925926,1.21052631578947,2.2093023255814,2.21739130434783,1.17142857142857,2.08571428571429,3.51515151515152,1.39473684210526,1.2,1.35714285714286,1.05555555555556,1.35416666666667,1.13888888888889,3.03759398496241,2.03448275862069,1.31578947368421,1.06666666666667,1.13836477987421,1,1.575,1.25531914893617,3.85714285714286,1.08333333333333,1.03703703703704,2.075,1.01408450704225,5,6.69911504424779,1.152,1.55660377358491,1.14492753623188,1.0625,1.11764705882353,1.38709677419355,2.29032258064516,1.17073170731707,1.23076923076923,1.02564102564103,1,1.1219512195122,1.0625,1.97058823529412,1.25423728813559,1.6927374301676,3.92307692307692,2.11538461538461,2.01680672268908,2.33333333333333,1.08695652173913,1.14285714285714,1.20634920634921,2.35632183908046,1,1.47142857142857,1.8,1.23255813953488,1.125,1.35593220338983,1,1.28,2.57692307692308,1,2.41935483870968,1.14492753623188,1.82978723404255,1.125,1.37037037037037,1,1.46666666666667,1,1.06060606060606,1.0952380952381,7.14285714285714,2.02941176470588,1.8,1.21428571428571,1.27777777777778,1.57142857142857,1.09090909090909,2.14880952380952,1.39130434782609,1.33333333333333,1.07142857142857,1.15972222222222,1.175,1.04347826086957,1.69767441860465
