"","V1"
"05LCAVMB-t0.txt",1
"1kel8U86EVE.txt",5
"2bGhfJ052OA.txt",5
"2Gc1zz5bl8I.txt",4
"3Gtb5Eq1Lvk.txt",2
"7jGzss2WDlw.txt",1
"auX_aGoUSmM.txt",3
"bI-6qXaosHw.txt",1
"d4gCDJKa6tc.txt",3
"daWY_OZj8Ec.txt",2
"Dh72e9VfRzk.txt",2
"DSaj9qMwvLI.txt",5
"eRISZlIFtBA.txt",3
"eXgK1gp5Yck.txt",2
"h5CkE95xT3s.txt",2
"hLWSiO-JQjg.txt",2
"hqFd1aoHYKE.txt",2
"IJML1_JNCLI.txt",5
"Ik7SeYRGGwc.txt",3
"jcVTImeEGqs.txt",4
"k_rcvJZIz5M.txt",3
"kU2EU5XIrzc.txt",4
"LODBNxiaqK8.txt",4
"m4wLPfOz-c4.txt",4
"NR8Hzlrt_T8.txt",1
"QNadmzp_9Ag.txt",3
"QpE40ew6QqA.txt",1
"qt7JSizPQQk.txt",1
"RxeK0F-D3gg.txt",3
"SWbM2XG9fUg.txt",3
"U7UkwE-WG1M.txt",1
"W910LW4QLQ8.txt",1
"X06tXpg7yiA.txt",3
"XB20BAqX3tw.txt",2
"YdvYQ7BtbfE.txt",3
