"","V1","V3","V1.1","V5","V3.1","V2","V1.2","V5.1","V4","V5.2","V3.2","V3.3","V3.4","V1.3","V3.5","V2.1","V4.1"
"1",5.36111111111111,1.31034482758621,4.76056338028169,2.33333333333333,5.86792452830189,1.23076923076923,1.54929577464789,5.31,1.15384615384615,2.67741935483871,1.05882352941176,5.80952380952381,1.29166666666667,2.38834951456311,1.6875,46.9354838709677,16.5
