"","V5","V1","V2","V1.1","V1.2","V1.3","V5.1","V1.4","V3","V5.2","V3.1","V1.5","V5.3","V1.6","V3.2","V3.3","V2.1","V4","V1.7","V2.2","V3.4","V4.1","V3.5","V3.6","V1.8","V1.9","V2.3","V1.10","V3.7","V5.4","V1.11","V2.4","V3.8","V4.2"
"1",2.55026455026455,2.33846153846154,4.64718162839248,1.10526315789474,6.02469135802469,7.375,4.57442748091603,8.93333333333333,4.54658385093168,4.8697247706422,1.30451127819549,4.33175355450237,3.79335793357934,2.07692307692308,10.5367231638418,4.09442060085837,1.99524133242692,1.50292397660819,2.14,1.83274647887324,1.50743494423792,10.1408250355619,4.82247191011236,1.07643312101911,1.1699604743083,1.52958152958153,5.46511627906977,1.8155737704918,2.625,4.46196660482375,5.82051282051282,1.19001919385797,5.09356725146199,2.87683823529412
