"","V4","V1","V1.1","V1.2","V1.3","V3","V2","V3.1"
"1",1.0702479338843,3.12121212121212,3.42735042735043,2.77142857142857,1.15740740740741,1.7531914893617,1.73076923076923,1.04494382022472
