"","V5","V5.1","V5.2","V5.3","V5.4","V5.5","V3","V5.6","V5.7","V3.1","V5.8","V5.9"
"1",1.22968197879859,1.18886462882096,1.2993119266055,1.37089201877934,1.48609431680774,1.72366621067031,6.15909090909091,1.7470664928292,1.54987834549878,7.5775075987842,1.65669700910273,1.34352078239609
