"","V1","V1.1","V1.2","V1.3","V1.4","V1.5","V1.6","V1.7","V1.8","V1.9","V1.10","V1.11"
"1",1.08152866242038,1.39634146341463,1.24039829302987,1.54909090909091,2.35612535612536,1.32188065099458,6.1875,1.40219378427788,1.3955857385399,5.30645161290323,1.18489984591679,1.08488063660477
