"","V3","V2","V4","V2.1","V3.1","V4.1","V3.2","V3.3","V2.2","V3.4","V3.5","V4.2","V3.6","V4.3","V3.7","V3.8","V4.4","V4.5","V4.6","V1","V1.1","V4.7","V4.8","V4.9","V1.2","V4.10","V2.3","V4.11","V3.9","V4.12","V4.13","V5","V4.14","V4.15"
"1",1.34615384615385,1.67741935483871,1.51724137931034,1.06206896551724,1.19047619047619,1.48979591836735,1.12820512820513,1.41,1.54545454545455,1,1.18181818181818,1.27586206896552,1.05882352941176,1.33333333333333,1,1.13793103448276,1.09708737864078,1.05,1.375,1.625,1.09090909090909,1.25,1.2,1.86363636363636,1.11363636363636,1.64516129032258,1.44444444444444,1.33333333333333,1.04166666666667,1.25,1.6078431372549,1.08695652173913,1.28,1.47540983606557
