"","V5","V2","V3","V5.1","V1","V4","V1.1","V1.2","V5.2","V1.3","V1.4","V1.5","V1.6","V3.1","V5.3","V4.1","V2.1","V5.4","V1.7","V1.8","V3.2","V2.2","V1.9","V5.5","V2.3","V5.6","V3.3","V1.10"
"1",3.9375,14.4418604651163,4.63588390501319,5.43730886850153,6.54838709677419,2.12217194570136,6.8974358974359,4.25925925925926,1.85,10.7096774193548,12.2592592592593,1.1,9.19047619047619,1.1,13.6703910614525,10.6068376068376,1.1,4.22093023255814,1.61702127659574,4.37209302325581,1.1,2.47058823529412,21.5744680851064,6.23529411764706,1.12735849056604,4.79116465863454,7.23529411764706,1.03571428571429
