"","V4","V1","V2","V2.1","V2.2","V1.1","V3","V3.1","V2.3","V2.4","V4.1","V2.5","V3.2","V1.2","V3.3","V2.6","V2.7","V1.3","V2.8","V3.4","V1.4","V3.5","V2.9","V1.5","V2.10","V1.6","V1.7","V1.8","V3.6","V3.7","V1.9","V1.10","V3.8","V2.11","V3.9","V2.12","V2.13","V4.2","V2.14","V1.11","V4.3","V1.12","V2.15","V2.16","V2.17","V2.18","V1.13","V1.14","V2.19","V1.15","V2.20","V2.21","V1.16","V2.22","V2.23","V1.17","V5","V5.1","V5.2","V1.18","V5.3","V4.4","V1.19","V1.20","V5.4","V2.24","V1.21","V4.5","V3.10","V5.5","V1.22","V3.11","V1.23","V1.24","V1.25","V4.6","V4.7","V1.26","V1.27","V2.25","V1.28","V3.12","V5.6","V2.26","V1.29","V4.8","V2.27","V2.28","V1.30","V1.31","V1.32","V4.9","V4.10","V2.29","V4.11","V3.13","V1.33","V2.30","V3.14","V1.34","V2.31","V2.32","V3.15","V1.35","V2.33","V1.36","V3.16","V2.34","V1.37","V3.17","V5.7","V1.38","V4.12","V1.39","V1.40","V3.18","V1.41","V3.19","V2.35","V5.8","V4.13","V3.20","V4.14","V5.9","V1.42","V2.36","V2.37","V1.43","V1.44","V2.38","V1.45","V3.21","V1.46","V5.10","V4.15","V1.47","V5.11"
"1",1.55350978135788,3.47368421052632,1.1,1.48,1.42105263157895,1.1,8.41947565543071,1.39583333333333,1.96,1.08333333333333,3.30555555555556,7.76351351351351,4.86871508379888,9.18823529411765,2.13768115942029,3.8125,2.65,4.65,1.1,2.02150537634409,15.3958333333333,21.5420560747664,4.4,4.73214285714286,2.75862068965517,1.1,1.14942528735632,3.66887417218543,2.6046511627907,26.1401869158879,5.88888888888889,2.16666666666667,2.67307692307692,1.62295081967213,4.39236111111111,1.01327433628319,5.23333333333333,2.20304568527919,2.54285714285714,2.4,2.08,1.77777777777778,7.43037974683544,6.28571428571428,7.5524861878453,1.1,1.09090909090909,1.56756756756757,1.53125,15.6333333333333,1.125,3.88461538461538,1.1,14.0631578947368,2.12244897959184,6.17777777777778,2.0177304964539,1.26421404682274,2.75040518638574,2.40298507462687,3.92941176470588,1.10972143263218,2.35353535353535,2.04,1,4.48275862068965,1.1,2.63931888544892,1.52083333333333,1.29230769230769,6.27586206896552,1.56896551724138,1.06896551724138,1.33333333333333,4.73809523809524,2.51910408432148,1.08333333333333,7.24489795918367,1.85454545454545,1.1,7.10526315789474,3.58015267175572,10.3721804511278,2.18518518518519,9.0625,6.11895910780669,1.1,2.61538461538462,6.48611111111111,1.1,3.05882352941176,3.08108108108108,2.84460431654676,6.94202898550725,1.3448275862069,3.11162790697674,2.25698324022346,3.51677852348993,1.04,15.3867924528302,25.0819672131148,1.15384615384615,1.1498127340824,8.53024911032028,2.27272727272727,4.22916666666667,1.01809954751131,1.1,1.66197183098592,3.51692307692308,2.19333333333333,9.62692307692308,3.42553191489362,2.9296875,1.27952755905512,3.61129568106312,1.1,3.17493472584856,5.48275862068966,1.5625,1.98787878787879,14.9830508474576,1.49666221628838,2.23148148148148,5.07692307692308,19.1612903225806,3.13157894736842,6.43589743589744,2.18729096989967,2.0875,1.1,1.09230769230769,14.7068965517241,48.4,3.07944732297064,5.71428571428571,3.73217726396917
