"","V1","V1.1","V1.2","V1.3","V2","V1.4","V5","V2.1"
"1",1.11096256684492,1.06201550387597,1.11558441558442,1.17529880478088,5.34074074074074,1.23505976095618,1.10648148148148,1.88349514563107
