"","V5","V5.1","V5.2","V5.3","V4","V5.4","V1","V3"
"1",1.27797833935018,1.34184914841849,1.25727590221187,1.18757062146893,2.78085991678225,1.10645161290323,1.29567642956764,12.5567010309278
