"","V2","V3","V2.1","V3.1","V2.2","V3.2","V2.3","V5","V2.4","V3.3","V2.5","V5.1","V2.6","V5.2","V1","V1.1"
"1",1.45586975149957,1.08256107834878,2.19451697127937,1.2070796460177,1.34333958724203,1.24888888888889,1.35051546391753,1.01664025356577,1.40458015267176,1.02347417840376,1.50795334040297,1.02023346303502,1.69405815423515,1.0195771339076,6.97142857142857,1.14285714285714
