"","V5","V5.1","V5.2","V5.3","V5.4","V4","V5.5","V1"
"1",1.26073619631902,1.11435523114355,1.12335958005249,1.26524390243902,1.65020576131687,3.84782608695652,1.72429906542056,2.20454545454545
