"","V4","V3","V4.1","V4.2","V5","V1","V2","V4.3","V4.4","V3.1","V3.2","V2.1","V1.1","V4.5","V3.3","V4.6","V5.1","V5.2","V1.2","V4.7","V5.3","V5.4","V5.5","V2.2","V5.6","V1.3","V3.4","V1.4","V5.7","V5.8","V2.3","V5.9","V1.5","V1.6","V2.4","V5.10","V5.11","V4.8","V4.9","V3.5","V2.5","V5.12","V4.10","V3.6","V4.11","V4.12","V3.7","V4.13","V1.7","V4.14","V1.8","V3.8","V4.15","V5.13","V4.16","V1.9","V2.6","V3.9","V5.14","V5.15","V1.10","V4.17","V5.16","V5.17","V4.18","V1.11","V1.12","V5.18","V5.19","V4.19","V4.20","V4.21","V5.20","V1.13","V5.21","V4.22","V5.22","V5.23","V2.7","V2.8"
"1",2.4812030075188,8.03846153846154,9.31623931623932,7.14864864864865,1.82608695652174,1.1,1.88372093023256,1.3448275862069,2.64406779661017,1.07738095238095,21.5,4.39705882352941,99.6428571428572,3.9375,1.16129032258065,3.25925925925926,2.67567567567568,1.35099337748344,1.1,1.75,1.29411764705882,1.58490566037736,2.12264150943396,2,1.83783783783784,1.1,1.25525525525526,1.1,7.65151515151515,2.32142857142857,2.22033898305085,4.88860103626943,1.1,82.5294117647059,5.51977401129944,1.71317829457364,2.12295081967213,5.49565217391304,3.4031007751938,2.55056179775281,2.81578947368421,1.57142857142857,1.23076923076923,1.66190476190476,5.20979020979021,4.65909090909091,31.32,20.8823529411765,1.1,1.92571428571429,1.1,20.5102040816327,5.28888888888889,1.21505376344086,11.1534391534392,1.1,9.43877551020408,1.03875968992248,2.89795918367347,3.68067226890756,1.1,4.8,1.28089887640449,2.2,6.58571428571429,1.1,1.1,1.9375,3.19469026548673,4.74242424242424,3.37037037037037,3.30769230769231,3.0253164556962,1.1,3.64024390243902,3.34210526315789,1.97701149425287,1.64516129032258,4.91604197901049,1.74117647058824
