"","V5","V2","V2.1","V5.1","V5.2","V5.3","V1","V2.2","V3","V1.1","V1.2","V4","V3.1","V3.2","V4.1","V1.3","V4.2","V4.3","V5.4","V5.5","V5.6","V2.3","V3.3","V5.7","V2.4","V3.4","V4.4","V2.5","V3.5","V2.6","V5.8","V1.4","V1.5"
"1",1.12295081967213,2.32258064516129,15.1733333333333,26.0338983050847,1.1,1.1,2.70068027210884,3.27777777777778,4.66666666666667,1.92105263157895,2.76748251748252,3.0126582278481,2.77147016011645,1.88607594936709,6.62603878116344,8.78846153846154,1.78448275862069,3.67567567567568,1.48760330578512,2.09756097560976,36.0869565217391,7.55364806866953,1.97575757575758,1.1,2.59820089955022,6.44146341463415,3.21328671328671,1.68965517241379,7.26315789473684,1.6,1.1,1.30952380952381,1.52380952380952
