"","V3","V3.1","V3.2","V4","V4.1","V4.2","V2","V4.3","V2.1","V4.4","V2.2","V3.3","V4.5","V4.6","V3.4","V4.7","V3.5","V3.6","V3.7","V3.8","V1","V1.1","V2.3","V4.8","V3.9","V4.9","V2.4","V3.10","V2.5","V1.2","V4.10","V2.6","V3.11"
"1",1.29787234042553,1.55,1.19047619047619,1.34090909090909,1,1,1.22841225626741,1.09090909090909,1.12612612612613,1.58333333333333,2.25196850393701,2.19444444444444,2.8744769874477,1.01282051282051,1.4156862745098,1.14285714285714,2.27450980392157,2.96,1.12037037037037,1.36666666666667,1.15,1.0219298245614,1.7741935483871,1,1.42826552462527,1.08753315649867,2.26984126984127,1.07407407407407,1.58333333333333,1.30434782608696,1,2.21052631578947,1.35483870967742
