"","V1","V1.1","V1.2","V4","V1.3","V4.1","V1.4","V3","V4.2","V3.1","V4.3","V5","V1.5","V1.6","V5.1","V5.2","V1.7","V2","V1.8","V2.1","V4.4","V1.9","V5.3","V4.5","V5.4","V1.10","V1.11","V2.2","V1.12","V1.13","V1.14","V1.15","V1.16","V2.3","V1.17","V2.4","V1.18","V5.5","V5.6","V3.2","V5.7","V5.8","V2.5","V1.19","V5.9","V2.6","V1.20","V2.7","V1.21","V2.8","V3.3","V2.9","V4.6","V1.22","V5.10","V5.11","V3.4","V5.12","V4.7","V4.8","V1.23","V2.10","V5.13","V1.24","V5.14","V4.9","V2.11","V5.15","V3.5","V2.12","V3.6","V5.16","V3.7","V1.25","V1.26","V1.27","V2.13","V1.28","V1.29","V2.14","V4.10","V1.30","V4.11","V2.15","V4.12","V1.31","V2.16","V3.8","V2.17","V4.13","V4.14","V5.17","V5.18","V1.32","V1.33","V5.19","V1.34","V5.20","V5.21","V4.15","V3.9","V1.35","V1.36","V2.18","V5.22","V4.16","V4.17","V1.37","V1.38","V2.19","V1.39","V4.18","V5.23","V5.24","V1.40","V2.20","V4.19","V3.10","V1.41","V3.11","V3.12","V1.42","V4.20","V1.43","V4.21"
"1",1.47651006711409,1.28971962616822,1.16867469879518,1.92307692307692,2.58461538461538,5.58520900321543,2.41025641025641,3.30381944444444,1.70833333333333,1.63404023926047,6.42635658914729,1.44876325088339,1.77966101694915,6.73239436619718,2.78501628664495,1.08571428571429,1.02272727272727,1.55172413793103,1.74311926605505,1.04347826086957,17.7977941176471,1.35652173913043,1.23418013856813,4.40749414519906,1.7843137254902,1.1,5.03448275862069,2.81578947368421,1.18396226415094,1.21472392638037,1.91095890410959,1.64485981308411,1.1,1.83882783882784,1.86666666666667,2.8539741219963,1.1,4.59362934362934,2.62084257206208,2.37474120082816,1.01140684410646,1.66901408450704,1.2609819121447,1.44727272727273,1.61660079051383,14.7431693989071,2.87234042553191,1.10173410404624,1.75238095238095,3.02631578947368,3.66369047619048,1.30075187969925,1.42857142857143,2.02597402597403,7.65714285714286,1.28865979381443,1.57142857142857,2.30054644808743,4.03744351194319,6.53664596273292,1.66666666666667,1.51282051282051,1.088,2.10628019323672,11.679012345679,1.21428571428571,1.91346153846154,1.15625,4.29558011049724,1.0988679245283,5.86153846153846,1.60386473429952,1.47652916073969,1.83636363636364,1.5,5.86,7.61487964989059,3.28333333333333,2.52,1.78260869565217,9.72727272727273,1.85542168674699,4.7843137254902,1.25378405650858,1.19683181664981,1.1,3.07518796992481,1.15217391304348,1.30079537237889,2.87943262411348,1.07368421052632,1.53776435045317,7.24200913242009,2.25423728813559,1.14545454545455,1.05418719211823,3.72222222222222,4.18072289156626,1.38235294117647,1.95774647887324,1.1,1.10526315789474,2.47767857142857,1.2258064516129,1.36065573770492,1.1,6.11232876712329,1.1,1.17241379310345,1.01680672268908,1.19884726224784,1.1,1.01019796040792,1.39583333333333,3.0989010989011,1.47222222222222,4.1608118657299,2.01587301587302,1.1,1.88129899216125,1.1,2.59584295612009,4.41176470588235,1.15523465703971,4.14312267657993
