"","V4","V4.1","V4.2","V4.3","V3","V4.4","V2","V5","V4.5","V4.6","V3.1","V3.2","V4.7","V5.1","V2.1","V3.3","V4.8","V3.4","V5.2","V3.5","V2.2","V4.9","V4.10","V3.6","V4.11","V2.3","V5.3","V3.7","V3.8","V4.12","V3.9"
"1",2.24137931034483,1.05882352941176,1.02777777777778,1.23529411764706,2.52,1.125,1.15384615384615,1.0625,1.11111111111111,1.34615384615385,1.22727272727273,1.15,1.02941176470588,1.28125,1.3,1.60714285714286,1.05263157894737,1.25714285714286,1,1.16666666666667,1.10869565217391,1.325,1,2.76,1.02272727272727,1.02564102564103,1.04651162790698,1.16129032258065,2,1.23404255319149,1.34782608695652
