"","V5","V1","V4","V4.1","V4.2","V4.3","V5.1","V3","V5.2","V4.4","V3.1","V4.5","V4.6","V1.1","V5.3","V5.4","V2","V1.2","V5.5","V1.3","V4.7","V2.1","V5.6","V3.2","V4.8","V4.9","V5.7","V1.4","V2.2","V2.3","V4.10","V1.5","V4.11","V4.12","V2.4","V5.8","V1.6","V5.9","V5.10","V4.13","V4.14","V4.15"
"1",1.02868068833652,1.125,2.25454545454545,2.32846715328467,1.44594594594595,1.10810810810811,1.03896103896104,1.71578947368421,1.42788461538462,2.06837606837607,1.91095890410959,2.43283582089552,1.2952380952381,1.14285714285714,2.07082152974504,1.09375,1.34463276836158,1.90909090909091,1,1.44827586206897,1.52222222222222,1.03571428571429,1.2089552238806,1.7037037037037,1,1,1.25793650793651,1.67391304347826,1.01204819277108,1.12857142857143,1.29813664596273,1.85714285714286,1.44897959183673,2.05343511450382,1.08,1.04838709677419,1.43478260869565,1.14285714285714,1.13513513513514,2.56862745098039,2.00437636761488,1.6096256684492
