"","V2","V4","V5","V5.1","V2.1","V2.2","V2.3","V3","V1","V4.1","V4.2","V1.1","V4.3","V4.4","V2.4","V4.5","V1.2","V2.5","V4.6","V2.6","V5.2","V2.7","V3.1","V5.3","V4.7","V2.8","V4.8","V5.4","V4.9","V2.9"
"1",1.39285714285714,2.18867924528302,1,4.35593220338983,1,1.25641025641026,1.52,1.35714285714286,2.21276595744681,1.23809523809524,1.65454545454545,1.11111111111111,1.64545454545455,2.01587301587302,1.23529411764706,1.54545454545455,1.69565217391304,2.07407407407407,1,1.67741935483871,1.24,1.07692307692308,1.375,1.1304347826087,1.01851851851852,2.44444444444444,1.5,1.25423728813559,1.10344827586207,1
