"","V5","V5.1","V2","V3","V3.1","V4","V4.1","V4.2","V3.2","V4.3","V5.2","V4.4","V5.3","V5.4","V5.5","V2.1","V5.6","V5.7","V4.5","V5.8","V4.6","V4.7","V2.2","V4.8","V4.9","V2.3","V3.3","V2.4","V2.5","V2.6","V4.10","V5.9","V5.10","V4.11","V5.11","V2.7","V5.12","V2.8","V5.13","V3.4","V4.12","V3.5","V2.9","V5.14","V1","V1.1","V4.13","V4.14","V5.15","V5.16","V5.17","V5.18","V2.10","V4.15","V2.11","V4.16","V4.17","V4.18","V3.6","V2.12","V4.19","V1.2","V4.20","V5.19","V5.20","V1.3","V3.7","V5.21","V4.21","V4.22","V2.13","V1.4","V2.14","V1.5","V3.8","V5.22","V2.15","V5.23","V3.9","V4.23","V1.6","V5.24","V1.7","V5.25","V5.26","V5.27","V5.28","V4.24","V1.8","V3.10","V4.25","V5.29","V1.9","V5.30","V4.26","V4.27","V5.31","V2.16","V3.11","V2.17","V3.12","V3.13","V5.32","V4.28","V3.14","V5.33","V4.29","V5.34","V5.35","V3.15","V5.36","V4.30","V4.31","V2.18","V5.37","V5.38","V5.39","V5.40","V4.32","V3.16"
"1",1.13875598086124,2.16171003717472,1.14666666666667,5.52380952380952,2.35294117647059,2.70909090909091,2.19230769230769,1.58064516129032,1.06194690265487,1.54901960784314,1.46625766871166,2.59459459459459,1,1.625,1,1.17361111111111,2.18571428571429,6.23305084745763,2.07692307692308,2.09183673469388,2.61666666666667,1.04347826086957,1.13432835820896,6.81538461538462,2.27848101265823,2.45714285714286,1.02325581395349,1.37984496124031,1.17919075144509,1.68888888888889,4.66666666666667,1,1.98148148148148,2.9873417721519,1.98994974874372,1.32,4.36263736263736,1.67952522255193,4.75,4.22627737226277,1.73584905660377,1.55161290322581,2.38405797101449,1.21994884910486,1.04861111111111,1.2485549132948,1.0765306122449,1.33760683760684,1.91428571428571,1.27433628318584,3.32530120481928,1.02666666666667,1.60869565217391,4.99152542372881,2.11842105263158,1.0849358974359,2.1501272264631,5.725,1.83208955223881,2,1.70422535211268,1.09375,2.71337579617834,4.6816976127321,1.45185185185185,2.34848484848485,1.5188679245283,1.87392550143266,3.56666666666667,2.08496732026144,2.44262295081967,1.28571428571429,1.05555555555556,3.9175,3.1265306122449,1.11111111111111,1.25098039215686,2.05607476635514,1.46875,2.06493506493507,2.3006993006993,2.08641975308642,1.13559322033898,1.17391304347826,1.67697594501718,1.11627906976744,1,2.35185185185185,1.05882352941176,3.06334841628959,1.24509803921569,1.30952380952381,1.27076923076923,2.01282051282051,5.14915254237288,1.43037974683544,2.83552631578947,1.81481481481481,1.00540540540541,1.48314606741573,1.40909090909091,1.63333333333333,1.68,1.42696629213483,1.35964912280702,1,2.57142857142857,1.53813559322034,2.68493150684932,1.59872611464968,4.765625,1.48333333333333,1.7741935483871,1.81944444444444,1.39285714285714,1,3.59574468085106,1,3.3030303030303,1.125
