"","V5","V4","V5.1","V3","V5.2","V4.1","V2","V4.2","V3.1","V3.2","V4.3","V5.3","V4.4","V4.5","V1","V5.4","V2.1","V2.2","V4.6","V2.3","V2.4","V2.5","V4.7","V4.8","V4.9","V2.6","V5.5","V5.6","V2.7","V5.7","V5.8","V1.1","V4.10","V5.9","V5.10","V4.11","V2.8","V3.3","V1.2","V1.3","V4.12","V4.13","V4.14","V4.15","V5.11","V4.16","V2.9","V3.4","V5.12","V1.4","V5.13","V5.14","V1.5","V3.5","V2.10","V5.15","V4.17","V5.16","V4.18","V5.17","V1.6","V2.11","V3.6","V5.18","V2.12","V1.7","V3.7","V4.19","V2.13","V5.19","V3.8","V2.14","V2.15","V5.20","V2.16","V2.17","V4.20","V2.18","V3.9","V2.19","V5.21","V1.8","V4.21","V4.22","V4.23","V5.22","V1.9","V5.23","V1.10","V1.11","V4.24","V4.25","V4.26","V4.27","V5.24","V2.20","V5.25","V4.28","V2.21","V4.29","V5.26","V3.10","V4.30","V2.22","V5.27","V4.31","V4.32","V5.28","V5.29","V5.30","V5.31","V2.23","V3.11","V4.33","V5.32","V3.12","V4.34","V4.35","V3.13","V2.24","V1.12","V5.33"
"1",1,1.07142857142857,1.1304347826087,1.55555555555556,1,1.21739130434783,3.26890756302521,1.39285714285714,1.76,1.11111111111111,1.43589743589744,1,2.98648648648649,1.17808219178082,1.68571428571429,3.5,2.87323943661972,1.19444444444444,1.58333333333333,1.0625,2.92,2,1.71212121212121,3.53061224489796,9.76470588235294,1.4,1.71428571428571,1,1.125,1,1,1.15267175572519,1.66326530612245,1.76229508196721,1,1.08333333333333,1.53846153846154,1.53968253968254,1.67213114754098,3.71875,2.29078014184397,4.1417004048583,2.5625,4.77777777777778,1,2.73118279569892,1.05454545454545,1.35714285714286,2,2.34782608695652,2.27631578947368,1,3.33333333333333,1.02150537634409,1.86111111111111,1,1.30693069306931,1.14736842105263,1.69047619047619,1,1.14285714285714,2.15217391304348,1.03448275862069,1,1.67857142857143,1.08333333333333,2.52631578947368,1.23529411764706,1.29411764705882,1.34285714285714,1.13513513513514,1.93548387096774,1.42857142857143,1,2.30555555555556,1.22222222222222,2.25852272727273,2.39130434782609,1.71052631578947,1.20833333333333,1.21052631578947,1.51219512195122,1.75308641975309,3.09090909090909,1.06060606060606,2.44,1.36363636363636,4.42857142857143,1.17741935483871,1.29411764705882,1.13888888888889,1.97530864197531,1.125,1.33898305084746,3.25490196078431,2.45945945945946,1,1.46153846153846,1.02040816326531,1.18691588785047,2.125,1.46632124352332,2.54545454545455,1.38095238095238,1.11764705882353,1.76051188299817,1.29651162790698,1,1,2.125,1.25438596491228,1.45238095238095,1.24324324324324,2.14705882352941,1,1.07142857142857,1.1,1.30434782608696,1.05263157894737,1.1,2.55882352941176,1
