"","V4","V4.1","V1","V1.1","V1.2","V3","V1.3","V3.1","V1.4"
"1",1.42124542124542,1.33514492753623,2.42318059299191,2.71236559139785,3.4,3.35820895522388,3.2887537993921,3.40952380952381,2.75492957746479
