"","V2","V4","V1","V4.1","V1.1","V4.2","V1.2","V4.3","V1.3","V4.4","V1.4","V4.5","V1.5","V4.6"
"1",1.30138888888889,5.47517730496454,1.21941992433796,7.63636363636364,1.3112582781457,8.46078431372549,1.25067750677507,12.7826086956522,1.17331499312242,1.45070422535211,1.02316076294278,11.6923076923077,1.14825581395349,10.9480519480519
