"","V1","V3","V2","V3.1","V2.1","V3.2","V2.2","V3.3","V2.3","V5","V2.4","V3.4","V2.5","V3.5"
"1",1.25400213447172,2.32772020725389,1.11271975180972,2.49867724867725,1.15252525252525,2.0811123986095,1.30877573131094,2.04308390022676,1.55099648300117,11.2621359223301,1.90146471371505,1.91995614035088,1.81518987341772,2.10913404507711
