"","V4","V2","V3","V2.1","V5","V1","V1.1","V2.2","V2.3","V2.4","V2.5","V2.6","V2.7","V5.1","V1.2","V3.1","V5.2","V1.3","V5.3","V2.8","V2.9","V2.10","V1.4","V2.11","V4.1","V1.5"
"1",1,1.44444444444444,1.16279069767442,1.8780487804878,1.11764705882353,2.01,1.13286713286713,3.44230769230769,1.52713178294574,1.25,1.14516129032258,1.26229508196721,1.15625,1.5,1.68316831683168,2.03571428571429,1.30434782608696,1.12313937753721,1.03703703703704,1.10144927536232,1.38842975206612,1.23106060606061,3.14442013129103,1.73076923076923,1.06818181818182,1.78853046594982
