"","V5","V3","V2","V3.1","V3.2","V4","V3.3","V3.4","V1","V3.5","V3.6","V3.7","V4.1","V3.8","V2.1","V2.2","V3.9","V2.3","V2.4","V3.10","V3.11","V5.1","V5.2","V3.12","V3.13","V5.3"
"1",1.1,1.80769230769231,1.32,1,3.42105263157895,14.6119402985075,1.90123456790123,2.40223463687151,20.5939086294416,2.2,10.3098591549296,2.66233766233766,1.37837837837838,1.27272727272727,10.1117647058824,2.45614035087719,3.53333333333333,3.11807228915663,1.5,3.44736842105263,2.95238095238095,7.72,1.70424495476688,2.42222222222222,2.78723404255319,5.28657314629258
