"","V4","V3","V3.1","V3.2","V5","V3.3","V4.1","V5.1","V4.2","V5.2","V5.3","V3.4","V5.4","V4.3","V4.4","V5.5","V3.5","V5.6","V5.7","V4.5","V4.6","V5.8","V3.6","V1","V3.7","V1.1","V3.8","V1.2","V4.7","V3.9","V4.8","V5.9","V3.10","V5.10","V3.11","V5.11","V5.12","V3.12","V5.13","V1.3","V1.4","V5.14","V5.15","V3.13","V3.14","V4.9","V4.10","V3.15","V1.5","V1.6","V3.16","V5.16","V5.17","V3.17","V3.18","V1.7","V3.19","V2","V3.20","V3.21","V4.11","V5.18","V3.22","V5.19","V3.23","V3.24","V5.20","V3.25","V2.1","V3.26","V3.27","V1.8","V4.12","V3.28","V3.29","V3.30","V2.2","V5.21","V3.31","V1.9","V5.22","V4.13","V5.23","V3.32","V2.3","V1.10","V3.33","V5.24","V1.11","V3.34","V1.12","V1.13","V5.25","V5.26","V3.35","V1.14","V3.36","V5.27","V3.37","V4.14","V3.38","V1.15","V5.28","V1.16","V3.39","V3.40","V3.41","V5.29","V1.17","V4.15","V3.42","V1.18","V5.30","V3.43","V5.31","V1.19","V4.16","V4.17","V5.32","V3.44","V5.33","V4.18","V5.34","V1.20","V3.45","V3.46","V1.21","V4.19","V5.35","V4.20"
"1",1.04255319148936,1.07361963190184,2.02739726027397,1.35449735449735,1.64516129032258,1.94444444444444,1,1.23456790123457,1,1.11510791366906,1.32171387073348,1.43333333333333,1.53731343283582,2.37471264367816,2.45736434108527,1.55696202531646,2.54799301919721,1,1,1,1,2.05045871559633,2.32307692307692,3.4,1,2.39113680154143,4.50735294117647,1.13705583756345,1.96491228070175,4,1,1,1.27568922305764,1.27011494252874,1.40581162324649,1.30586766541823,1.26570048309179,2.08791208791209,1.72274143302181,2.67333333333333,1.47741935483871,2.91071428571429,3.88888888888889,1.11764705882353,1.95918367346939,1.07322175732218,3.23880597014925,2.43478260869565,1.09160305343511,1.95726495726496,2.440097799511,3.49046321525886,1,3.36466165413534,1.19226638023631,4.29496402877698,1.38235294117647,1.28571428571429,1.64406779661017,2.58823529411765,1.14197530864198,1.14444444444444,1.33333333333333,1,2.27777777777778,1.24561403508772,2.52542372881356,1.46464646464646,19.2317073170732,1.84057971014493,4.72222222222222,1.8921568627451,2.45867098865478,1.02450980392157,3.29186602870813,1.33536585365854,1.04761904761905,1.37078651685393,3.15151515151515,1.71022727272727,1.04615384615385,1.17857142857143,1.91891891891892,1.03436426116838,1.24064171122995,1.5952380952381,1.65579710144928,2.60606060606061,1.04651162790698,1.06060606060606,2.24657534246575,1.03950953678474,1.26446280991736,2.87891156462585,1.17712177121771,2.22658610271903,1.65587044534413,1.73027989821883,1.90361445783133,1.13180515759312,1.33333333333333,4.76902887139108,1.1140350877193,2.17241379310345,2.375,3.75,1.49315068493151,3.76056338028169,1.22077922077922,1,2.70175438596491,3.27536231884058,2.6993006993007,1.22522522522523,1.51219512195122,1.2258064516129,1.17575757575758,3.53921568627451,1.91379310344828,1.12121212121212,2.07142857142857,1.98048780487805,1.71428571428571,1.16666666666667,1.06766917293233,1.40740740740741,1.13207547169811,1.66355140186916,1.85,1
