"","V5","V5.1","V5.2","V4","V3","V5.3","V5.4","V1","V5.5","V3.1","V3.2","V5.6","V3.3","V3.4","V1.1","V1.2","V1.3","V3.5","V3.6","V5.7","V5.8","V3.7","V2","V4.1","V5.9","V5.10","V4.2","V5.11","V5.12","V5.13","V5.14","V3.8","V5.15","V3.9","V2.1","V3.10","V3.11","V5.16","V3.12","V5.17","V5.18","V1.4","V1.5","V5.19","V5.20","V3.13","V5.21","V5.22","V3.14","V4.3","V5.23","V3.15","V3.16","V5.24","V2.2","V4.4","V5.25","V1.6","V4.5","V5.26","V5.27","V3.17","V5.28","V2.3","V5.29","V2.4","V3.18","V5.30","V1.7","V5.31","V5.32","V5.33","V5.34","V1.8","V5.35","V5.36","V4.6","V1.9","V5.37","V3.19","V4.7","V3.20","V4.8","V5.38","V3.21","V5.39","V4.9","V4.10","V3.22","V5.40","V5.41","V4.11","V3.23","V3.24","V4.12","V4.13","V1.10","V3.25","V4.14","V3.26","V4.15","V4.16","V4.17","V2.5","V5.42","V2.6","V5.43","V3.27","V3.28","V5.44","V1.11","V2.7","V3.29","V5.45","V3.30","V4.18","V3.31","V2.8","V3.32","V4.19","V4.20","V3.33","V4.21","V5.46","V5.47","V5.48","V5.49","V5.50","V1.12","V5.51"
"1",1.69387755102041,4.24571428571429,1.94425675675676,1.0546875,2.7843137254902,1.71428571428571,1.1,5.38,1.1,1.56129032258065,1.82582417582418,1.93023255813953,1.98058252427184,1.8189738625363,2.7192429022082,1.1219512195122,1.49657534246575,1.1,1.1,1.1,1.1,1.93064876957494,14.6986754966887,4.92647058823529,1.56,1.52054794520548,2.15008156606852,8.42857142857143,3.85267857142857,1.37121212121212,1.2,1.1,1.52259332023576,1.32579185520362,2.0327868852459,1.05066921606119,1.37786259541985,1.3,2.0506329113924,2.22443890274314,1.72052401746725,1.37423312883436,2.26190476190476,1.2781954887218,2.12847222222222,1.53996101364522,2.16129032258065,1.35714285714286,2.97202797202797,3.77729257641921,1.3937875751503,1.49882903981265,1.1,1.22011173184358,1.68558558558559,3.58291457286432,1.21276595744681,25.1287878787879,1.23711340206186,1.11363636363636,1.87027027027027,5.2621359223301,2.20192307692308,1.1,2.57317073170732,100.154929577465,2.43400447427293,1.86206896551724,3.93341788205453,1.51968503937008,2.2,1.28497409326425,3.02373104812129,1.45933014354067,1.51744186046512,1.13698630136986,7.33636363636364,3.3948087431694,1.25961538461538,1.02990033222591,8.17647058823529,1.06060606060606,1.11267605633803,9.28239202657807,1.75862068965517,4.37313432835821,2.47702407002188,1.16279069767442,1.1921568627451,1.07142857142857,1.30487804878049,2.6959370904325,4.21895424836601,2.16068052930057,4.98119122257053,4.93894165535957,1.15647921760391,1.43823529411765,1.08227848101266,3.02025316455696,1.59090909090909,1.11887727022565,1.04330708661417,61.6825396825397,1.64912280701754,2.64615384615385,2.62385321100917,1.46441947565543,1.70212765957447,1.1,1.10324675324675,34.7477876106195,4.31088082901554,2.03676470588235,1.09677419354839,4.84210526315789,1.3659793814433,1.36288088642659,8.7957957957958,1.7027027027027,1.13793103448276,4.0307881773399,1.06666666666667,1.71428571428571,2.28169014084507,1.10526315789474,5.6,1.90449438202247,1.54054054054054,1.1
