"","V2","V5","V1","V3","V5.1","V4","V4.1","V3.1","V1.1","V5.2","V2.1","V1.2","V1.3","V1.4","V2.2","V3.2","V2.3","V1.5","V2.4","V1.6","V1.7","V3.3","V1.8","V1.9","V4.2","V2.5","V5.3","V1.10","V3.4","V1.11","V1.12","V1.13","V2.6","V5.4","V4.3","V1.14","V1.15","V3.5","V5.5","V4.4","V4.5","V1.16","V2.7","V3.6","V5.6","V3.7","V3.8","V1.17","V1.18","V1.19","V1.20","V3.9","V3.10","V1.21","V3.11","V4.6","V2.8","V3.12","V4.7","V4.8","V3.13","V1.22","V4.9","V3.14","V4.10","V1.23","V2.9","V2.10","V1.24","V2.11","V3.15","V1.25","V1.26","V3.16","V4.11","V5.7","V3.17","V3.18","V1.27","V1.28","V5.8","V3.19","V4.12","V4.13","V3.20","V1.29","V1.30","V1.31","V4.14","V1.32","V4.15","V2.12","V1.33","V3.21","V5.9","V1.34","V3.22","V4.16","V3.23","V1.35","V1.36","V4.17","V5.10","V3.24","V4.18","V5.11","V1.37","V3.25","V5.12","V1.38","V1.39","V1.40","V3.26","V3.27","V1.41","V3.28","V1.42","V3.29"
"1",2.8695652173913,3.22794117647059,9.68571428571429,1.1,3.28965517241379,2.20824742268041,3.95408163265306,2.40909090909091,2.23333333333333,6.21428571428571,2.33986928104575,7.21818181818182,9.26190476190476,43.3243243243243,4.70175438596491,1.1,6.46808510638298,12.7906976744186,2.97041420118343,6.04395604395604,1.84259259259259,7.26732673267327,15,5.46153846153846,8.02717391304348,4.06174957118353,6.67169811320755,2.93023255813953,6.81176470588235,1.21875,3.18918918918919,12.3636363636364,3.36545454545455,3.69411764705882,1.14285714285714,13.1224489795918,1.1,2.53846153846154,1.2728813559322,5.30042918454936,1.38461538461538,2.87719298245614,1.00605449041372,2.75453446191052,4.37246049661399,3.21621621621622,11.3620689655172,1.14705882352941,2.31746031746032,4.35,2,5.81443298969072,3.02666666666667,13.3714285714286,5.63636363636364,7.4904214559387,3.97619047619048,1.1,2.51295336787565,3.57327586206897,8.88235294117647,17.1282051282051,4.45679012345679,5.025,1.1,7.54901960784314,5.72954545454545,1.02586206896552,11.9615384615385,2.01618929016189,5.52808988764045,13.9444444444444,6,3.68281938325991,1.1,1.1,1.20512820512821,3.87096774193548,1.64935064935065,1.20754716981132,1.08333333333333,8.37837837837838,2.80241935483871,3.48529411764706,2,2.63636363636364,10.0253164556962,1.77083333333333,2.35589519650655,4.09090909090909,2.32876712328767,2.71074380165289,11.55,3.63876651982379,13.3965517241379,5.125,5.675,2.74645669291339,9.65841584158416,2.05263157894737,19.5636363636364,1.1,1.07692307692308,1.8256880733945,1.91176470588235,1.74027459954233,4.98039215686274,1.6986301369863,1.12244897959184,8.48979591836735,13.952380952381,9.13636363636364,2.81481481481481,2.67741935483871,7.45454545454546,1.77659574468085,7.06451612903226,1.57872340425532
