"","V3","V1","V4","V5","V4.1","V5.1","V2","V4.2","V5.2","V3.1","V4.3","V3.2","V5.3","V4.4","V1.1","V5.4","V3.3","V5.5","V1.2","V2.1","V5.6","V1.3","V3.4","V3.5","V2.2","V4.5","V4.6","V3.6","V4.7","V3.7","V5.7","V5.8","V4.8","V2.3","V5.9","V3.8","V5.10","V5.11","V2.4","V1.4","V5.12","V3.9","V5.13","V5.14","V2.5","V4.9","V2.6","V2.7","V5.15","V2.8","V5.16","V2.9","V1.5","V3.10","V2.10","V5.17","V1.6","V5.18","V2.11","V2.12","V1.7","V2.13","V2.14","V2.15","V5.19","V2.16","V4.10","V4.11","V3.11","V4.12","V2.17","V5.20","V2.18","V5.21","V5.22","V4.13","V1.8","V1.9","V4.14","V4.15","V4.16","V2.19","V2.20","V2.21","V4.17","V2.22","V4.18","V5.23","V2.23","V5.24","V5.25","V4.19","V3.12","V1.10","V2.24","V3.13","V1.11","V2.25","V2.26","V4.20","V4.21","V5.26","V4.22","V1.12","V5.27","V4.23","V3.14","V1.13","V3.15","V2.27","V3.16","V3.17","V1.14","V1.15","V3.18","V1.16","V3.19","V4.24"
"1",1.21052631578947,2.19354838709677,1.45833333333333,1,2.39669421487603,3.59259259259259,2.48101265822785,1.04761904761905,1.36363636363636,1,1.76878612716763,1.01851851851852,1.27272727272727,1.19354838709677,1.93220338983051,1,2,1,1.17361111111111,1.21333333333333,1.125,1.40277777777778,1.13333333333333,1.95,1.0635838150289,3.13440860215054,1.24413145539906,1.59259259259259,1.07594936708861,1.52380952380952,1.27586206896552,1.04761904761905,3.25443786982249,1.49122807017544,1.75,1.13953488372093,1,1,1.35528330781011,1.89430894308943,2.36363636363636,1.62857142857143,1.87334593572779,3.95693779904306,1.1243654822335,1.23333333333333,1.13725490196078,1.54545454545455,2.33333333333333,1.29032258064516,1.17647058823529,1.05434782608696,1.171875,1.09375,1.26923076923077,2.80645161290323,1.13513513513514,1,2.0752688172043,5.27272727272727,1.0625,1.56,2.92771084337349,1.02564102564103,1,1.34210526315789,1.52249134948097,2.64638783269962,1.73333333333333,3.14901960784314,2.87096774193548,1,1.51219512195122,1.31594202898551,1,1,1.69565217391304,1.72222222222222,1.26229508196721,1.47222222222222,1.09090909090909,1.48,3.2,1.33333333333333,1.48,1.32,1.31666666666667,1.92,1.35302806499261,1.13793103448276,1.825,2.2,1.25,1.92372881355932,1.16387959866221,1.14285714285714,1.37931034482759,1.18691588785047,1.65573770491803,1.11764705882353,1.14583333333333,1,1.3265306122449,1.32926829268293,1.36,2.70588235294118,1.13333333333333,1.02816901408451,1.58064516129032,2.1304347826087,1.10526315789474,1.29411764705882,1.6875,1.29166666666667,1.375,1.70909090909091,1.82352941176471,1.44171779141104
