"","V4","V3","V2","V2.1","V2.2","V2.3","V4.1","V2.4","V2.5","V4.2","V2.6","V1"
"1",1,2.01398601398601,1.83505154639175,1.79824561403509,1.1044776119403,2.35087719298246,1.05263157894737,3.83673469387755,2.45945945945946,1,2.21875,4.17757009345794
