"","V3","V5","V3.1","V5.1","V2","V3.2","V4","V1","V3.3","V2.1","V3.4","V3.5","V2.2","V2.3","V1.1","V5.2","V5.3","V4.1","V2.4","V2.5","V5.4","V2.6","V2.7","V5.5","V4.2","V3.6","V4.3","V2.8","V4.4","V1.2","V4.5","V3.7","V3.8","V2.9","V5.6","V3.9","V4.6","V1.3","V3.10","V2.10","V4.7","V4.8"
"1",1.27272727272727,1,1.11688311688312,1,1.41935483870968,1.03508771929825,1.46153846153846,1.48,1.48484848484848,1.11428571428571,1.03370786516854,1.07142857142857,1.07246376811594,1.33333333333333,1.33333333333333,1.01428571428571,1.08510638297872,1.36666666666667,1.1,1.25,1,1.08771929824561,1.46153846153846,1,1.91071428571429,1.66292134831461,1.89090909090909,1.05633802816901,1.08888888888889,1.06666666666667,3.05696202531646,1.08333333333333,1.21621621621622,1.37931034482759,1.41284403669725,1.23333333333333,1,1.12422360248447,1.2,1.04166666666667,1.2654028436019,1.20224719101124
