"","V4","V1","V5","V1.1","V1.2","V3","V5.1","V3.1","V5.2","V2","V1.3","V2.1","V3.2","V5.3","V1.4","V5.4","V1.5","V1.6","V3.3","V4.1","V2.2","V2.3","V1.7","V1.8","V5.5","V5.6","V5.7","V3.4","V1.9","V5.8","V5.9","V2.4","V3.5","V5.10","V4.2","V5.11","V2.5","V4.3","V3.6","V3.7","V3.8","V5.12","V2.6","V5.13","V3.9","V2.7","V1.10","V5.14","V3.10","V5.15","V3.11","V2.8","V5.16","V2.9","V2.10","V5.17","V5.18","V4.4","V1.11","V2.11","V4.5","V1.12","V5.19","V3.12","V4.6","V4.7","V3.13","V3.14","V4.8","V4.9","V3.15","V5.20","V2.12","V5.21","V1.13","V1.14","V4.10","V5.22","V2.13","V2.14","V1.15","V5.23","V3.16","V2.15","V2.16","V2.17","V2.18","V4.11","V4.12","V4.13","V5.24","V2.19","V2.20","V5.25","V3.17","V4.14","V4.15","V4.16","V2.21","V5.26","V3.18","V2.22","V2.23","V3.19","V5.27","V1.16","V5.28","V4.17","V3.20","V5.29","V5.30","V5.31","V4.18","V3.21","V1.17","V2.24","V1.18","V1.19","V5.32","V4.19","V3.22","V4.20"
"1",1.07876712328767,2.32,3.53658536585366,1.80979284369115,10.8114754098361,1.76470588235294,1,1.16129032258065,3.48181818181818,1.25925925925926,1.62032085561497,1.34108527131783,1.11504424778761,1,1.22857142857143,1.95833333333333,3.90265486725664,2.01451612903226,2.26530612244898,1.19512195121951,1.26817042606516,1.11627906976744,1.10526315789474,2.87362637362637,1.41269841269841,1.04324324324324,1.95238095238095,2.5,1.67676767676768,5.2,1,1.2962962962963,1,1,1.2962962962963,2.70408163265306,1.05,1.875,1.27272727272727,1.08333333333333,2.2,1.19565217391304,1.34317343173432,3.54861111111111,1.5822102425876,2.79130434782609,1.34090909090909,1.15757575757576,2.70769230769231,2.84126984126984,2.69117647058824,1.58,1,1.32275132275132,3,2.06329113924051,1,1.0863309352518,1.49006622516556,1.05405405405405,1.2122905027933,1.08080808080808,1.71818181818182,1.65384615384615,2.86577181208054,1.52,1.584,1.81818181818182,1.83742331288344,1.31617647058824,1.25,1.68345323741007,1.24489795918367,1,1.31794871794872,2.14423076923077,1.13220338983051,1,1.39583333333333,1.2741935483871,1.04347826086957,1,2.57692307692308,1.19047619047619,1.12771739130435,1.0817843866171,1.1304347826087,1.13793103448276,1,2.25,1.76744186046512,2.90776699029126,1.65384615384615,2.85380116959064,1.04140127388535,3.54913294797688,1.21544715447154,2.06060606060606,1.51612903225806,1.04494382022472,1.12939001848429,2.10344827586207,3.67588932806324,1.8135593220339,1.34551495016611,1.54915254237288,1.425,1.03225806451613,1.57446808510638,1.52,1.01609195402299,1.28,1.46031746031746,1.08403361344538,1.45238095238095,2.15853658536585,2.29752066115702,1.48412698412698,1.10909090909091,1.22290076335878,1.79166666666667,1.1875
