"","V1","V5","V4","V2","V3","V5.1","V3.1","V5.2","V3.2","V5.3","V4.1","V1.1","V1.2","V3.3","V5.4","V2.1","V3.4","V2.2","V5.5","V5.6","V5.7","V5.8","V2.3","V2.4","V3.5","V2.5","V2.6","V5.9","V3.6","V4.2","V3.7","V3.8","V4.3","V3.9","V5.10","V3.10","V5.11","V5.12","V5.13","V5.14","V5.15","V4.4","V3.11","V4.5","V1.3","V4.6","V4.7","V4.8","V1.4","V4.9","V5.16","V4.10","V3.12","V4.11","V5.17","V3.13","V3.14","V2.7","V5.18","V4.12","V1.5","V5.19","V2.8","V5.20","V5.21","V5.22","V2.9","V5.23","V2.10","V5.24","V5.25","V2.11","V4.13","V4.14","V4.15","V4.16","V5.26","V3.15","V4.17","V1.6","V3.16","V3.17","V5.27","V4.18","V5.28","V5.29","V4.19","V5.30","V5.31","V2.12","V3.18","V4.20","V5.32","V3.19","V5.33","V5.34","V1.7","V5.35","V5.36","V1.8","V2.13","V5.37","V4.21","V5.38","V4.22","V2.14","V3.20","V5.39","V5.40","V3.21","V1.9","V4.23","V5.41","V5.42","V5.43","V5.44","V4.24","V2.15","V3.22","V2.16","V5.45","V5.46"
"1",10.2222222222222,1.42672413793103,1.42413793103448,1.2258064516129,1.72327520849128,2.96666666666667,1.1,1.46875,3.48041775456919,1.85294117647059,1.41254125412541,9.70231213872832,12.9761904761905,1.1,2.74418604651163,1.67021276595745,8.2108843537415,2.18254603682946,1.5045045045045,4.13265306122449,1.1699604743083,1.875,1.0952380952381,1.46080305927342,2.1123595505618,2.81865284974093,1.24390243902439,1.76470588235294,2.9578313253012,1.11538461538462,1.1,1.02857142857143,1,1.1,2.82857142857143,2.23396226415094,2.25510204081633,1.28666666666667,1.49544072948328,3.19230769230769,3.43636363636364,1.05454545454545,13.1538461538462,1.3972602739726,5.09028960817717,1.45171339563863,2.32203389830508,2.32722513089005,1.86931818181818,1.05586592178771,4.04918032786885,2.81012658227848,1.1,1.128,1.87142857142857,1.43762781186094,1.1,1.05960264900662,1.15111111111111,3.83333333333333,14.7373271889401,1.05607476635514,7.6005291005291,5.11627906976744,1.20023419203747,1.42105263157895,2.5959595959596,4.49375,8.2754590984975,5.22905027932961,1.13333333333333,2.3960113960114,1.72131147540984,1.88888888888889,1.29182879377432,6.52466367713004,1.81437125748503,1.1,1.98507462686567,1.64556962025316,3.375,1.1,1.38805970149254,1.14,2.08915662650602,1.49828178694158,1.38461538461538,2.63636363636364,3.76,5.1812865497076,1.13157894736842,2.75792988313856,1.55232558139535,1.81762295081967,1.00305810397554,1.02117263843648,10.7759197324415,2.32352941176471,2.59574468085106,1.20430107526882,1.04664484451718,3.91803278688525,2.08709677419355,2.30841121495327,1.68888888888889,3.14004376367615,4.52631578947368,1.1875,1.09234234234234,1.23684210526316,6.46380090497738,1.15625,1.52173913043478,2.06976744186047,1.83606557377049,1.7909604519774,3.93884892086331,1.44385026737968,1.5655737704918,1.00624219725343,1.95348837209302,2.63157894736842
