"","V2","V4","V3","V4.1","V5","V1","V3.1","V4.2","V5.1","V5.2","V4.3","V4.4","V4.5","V1.1","V4.6","V2.1","V4.7","V3.2","V4.8","V4.9","V1.2","V1.3","V5.3","V4.10","V4.11","V4.12","V5.4","V4.13","V5.5","V1.4","V4.14","V4.15","V2.2","V4.16","V4.17","V5.6","V1.5","V4.18","V5.7","V5.8","V4.19","V2.3","V1.6","V4.20","V5.9"
"1",1.70281124497992,2.53846153846154,8,4.22222222222222,1.03333333333333,3.0551724137931,1.20833333333333,3.8,2.02040816326531,4.88291746641075,4.41176470588235,3.26666666666667,3.64705882352941,2,2.78260869565217,3.74418604651163,3.76470588235294,2.78448275862069,1.52380952380952,24.7333333333333,2.07017543859649,2.16723549488055,1.1,3.68421052631579,4.5,3.1578947368421,1.75516693163752,2.95,1.12765957446809,3.07462686567164,1.07194244604317,2.7,4.4320987654321,3.3,3.08695652173913,1.2192513368984,5.4452380952381,3.45664739884393,1.73378839590444,1.04545454545455,12.7619047619048,5.37125748502994,3.28571428571429,4.35714285714286,1.44607843137255
