"","V5","V2","V5.1","V2.1","V5.2","V2.2","V5.3","V2.3","V1","V4","V1.1","V4.1","V1.2","V4.2","V1.3","V4.3","V1.4"
"1",3.36815068493151,2.62597809076682,3.24365482233503,2.68690095846645,2.67899408284024,2.80442176870748,2.21300138312586,1.91075794621027,1.10642781875659,1.04093567251462,1.28114285714286,1.07792207792208,1.45919610231425,1.16403785488959,1.47079856972586,1.27710843373494,2.01906158357771
