"","V1"
"0000769397-12-000005_Risk.txt",5
"0000769397-13-000007_Business.txt",2
"0000769397-13-000007_Risk.txt",5
"0000769397-14-000018_Business.txt",2
"0000769397-14-000018_Risk.txt",5
"0000769397-15-000012_Business.txt",2
"0000769397-15-000012_Risk.txt",5
"0000769397-16-000067_Business.txt",2
"0000769397-16-000067_Risk.txt",1
"0000769397-17-000014_Business.txt",4
"0000769397-17-000014_Risk.txt",1
"0000769397-18-000011_Business.txt",4
"0000769397-18-000011_Risk.txt",1
"0000769397-19-000016_Business.txt",4
"0000769397-19-000016_Risk.txt",1
"0000769397-20-000013_Business.txt",4
"0000769397-20-000013_Risk.txt",1
