"","V1","V5","V2","V5.1","V2.1","V1.1","V1.2","V3","V5.2","V1.3","V2.2","V1.4","V1.5","V5.3","V1.6","V2.3","V4","V1.7","V4.1","V2.4","V5.4","V1.8","V5.5","V1.9","V5.6","V5.7","V4.2","V5.8","V2.5","V4.3","V5.9","V1.10","V2.6","V5.10","V5.11","V5.12","V5.13","V4.4","V4.5","V3.1","V5.14","V2.7","V2.8","V5.15","V3.2","V2.9","V5.16","V4.6","V5.17","V1.11","V4.7","V2.10","V5.18","V5.19","V3.3","V1.12","V5.20","V5.21","V4.8","V1.13","V2.11","V1.14","V5.22","V4.9","V3.4","V1.15","V4.10","V5.23","V3.5","V1.16","V3.6","V5.24","V5.25","V4.11","V1.17","V5.26","V1.18","V5.27","V1.19","V4.12","V4.13","V1.20","V5.28","V2.12","V5.29","V1.21","V5.30","V2.13","V1.22","V1.23","V5.31","V2.14","V4.14","V4.15","V2.15","V1.24","V5.32","V4.16","V5.33","V4.17","V5.34","V1.25","V4.18","V1.26","V3.7","V4.19","V1.27","V4.20","V5.35","V4.21","V4.22","V5.36","V1.28","V5.37","V4.23","V1.29","V4.24","V4.25","V2.16","V3.8"
"1",1.41379310344828,1.45161290322581,1.44444444444444,1.29166666666667,1.30612244897959,3.859375,1.125,1.1875,1.04,1.66666666666667,1.81654676258993,1.26923076923077,1.60975609756098,1.03571428571429,1.53191489361702,1.45945945945946,1.34426229508197,1.0271186440678,1.19444444444444,1.34146341463415,1.47131147540984,2.02666666666667,1,2.18779342723005,1.66666666666667,1.8,1.14814814814815,1.45238095238095,1.29032258064516,1.92173913043478,1.14285714285714,1.63157894736842,1.0625,1,1,1,1,1.375,1,2.3125,1.23076923076923,1.36666666666667,1.13513513513514,1.37931034482759,1.20952380952381,1.2,1.3,1.53246753246753,1,3.38518518518518,1,1.03225806451613,1,1,1.125,1.64583333333333,1.22,1,1.33333333333333,1.09195402298851,1.23076923076923,1.1,1,5.87195121951219,3.38095238095238,1.10526315789474,1.02083333333333,1,1.18367346938776,2.14074074074074,1.27777777777778,1.10810810810811,1,1.4392523364486,1.35714285714286,2.29411764705882,1.12,1.23076923076923,2.92045454545455,1.92966360856269,2.22222222222222,4.96774193548387,1.17307692307692,1.25925925925926,1.2,1.37837837837838,1.32989690721649,1,1.45569620253165,1.39705882352941,1.03125,1.75675675675676,1.9625,2.07352941176471,1.02272727272727,2.46280991735537,1,1,1.06060606060606,1.84090909090909,1,1.08333333333333,2.04761904761905,1.66806722689076,1.11038961038961,1.65432098765432,1.2,3.12280701754386,1.75,1.77272727272727,1.03125,1,3.53125,1.27586206896552,1.47435897435897,1.38235294117647,1.48275862068966,1.53513513513514,1.27027027027027,2.58333333333333
