"","V5","V4","V4.1","V4.2","V4.3","V4.4","V4.5","V4.6","V4.7","V4.8","V1","V2","V4.9","V4.10","V4.11","V4.12","V2.1","V2.2","V5.1","V5.2","V1.1","V2.3","V4.13","V5.3","V4.14","V4.15","V5.4","V4.16","V5.5","V1.2","V1.3","V3","V5.6","V3.1","V4.17","V4.18","V3.2","V1.4","V1.5","V4.19","V4.20","V4.21","V5.7","V4.22","V4.23","V5.8","V2.4","V5.9","V4.24","V4.25","V2.5","V4.26","V3.3","V4.27","V4.28","V4.29","V2.6","V4.30","V5.10","V5.11","V4.31","V4.32","V3.4","V1.6","V1.7","V2.7","V5.12","V4.33","V2.8","V4.34","V4.35","V4.36","V3.5","V5.13","V5.14","V2.9","V4.37","V4.38","V4.39","V2.10","V5.15","V3.6","V2.11","V4.40","V4.41","V4.42","V4.43","V5.16","V4.44","V3.7","V4.45","V5.17","V2.12","V5.18","V4.46","V5.19","V3.8","V5.20","V4.47","V5.21","V4.48","V2.13","V5.22","V2.14","V1.8","V1.9","V2.15","V1.10","V4.49","V3.9","V2.16","V3.10","V3.11","V4.50","V5.23","V4.51","V5.24","V1.11","V4.52","V5.25"
"1",1.60975609756098,1.6,1.17948717948718,1.93548387096774,2.15625,2.40890688259109,1.92592592592593,4.97368421052632,1.69230769230769,1.18,1.04752475247525,1.18181818181818,1.06060606060606,2.31034482758621,2.15277777777778,1.64814814814815,2.53658536585366,2.81848184818482,2.06976744186047,1.67272727272727,4.19220055710306,2.88157894736842,1.1,4.09656652360515,1.11666666666667,2.08080808080808,1.93548387096774,2.98360655737705,1.975,2.57466063348416,1.08333333333333,26.3951612903226,1.29411764705882,1.1,1.1,1.1,1.1,1.06060606060606,1.33333333333333,2.51351351351351,2.5,2.45121951219512,1.21428571428571,1.875,5.74803149606299,1.27777777777778,18.5384615384615,2.16101694915254,3.5,1.7964989059081,4.97368421052632,1.21875,1.7,1.15,1.40740740740741,3.53164556962025,4.31147540983607,2.77272727272727,1.09090909090909,6.68421052631579,1.78125,2.09090909090909,1.5,2.00415368639668,1.04929577464789,1.11904761904762,2.55102040816327,1.1,1.82758620689655,5.58477508650519,4.41304347826087,3.04878048780488,1.1,2.97402597402597,2.33333333333333,1.82051282051282,1.89285714285714,1.725,1.75875486381323,1.42947702060222,1.06666666666667,5.65584415584416,1.63934426229508,1.32352941176471,2.27777777777778,1.80392156862745,1.68217054263566,1.14285714285714,1.21739130434783,4.74736842105263,1.39393939393939,1.56923076923077,1.40127388535032,2.09219858156028,3.4,1.42281879194631,1.1,1.74468085106383,12.8666666666667,1.67901234567901,1.1,8.23076923076923,1.16279069767442,4.87909319899244,12.0350877192982,2.2910447761194,14.2222222222222,5.14606741573034,1.3265306122449,7.1025641025641,1.42424242424242,1.1,3,4.59459459459459,1.19130434782609,1.93617021276596,1.74418604651163,6.86619718309859,3.38297872340426,4.33870967741935
