"","V5","V1","V2","V4","V5.1","V5.2","V3","V3.1","V5.3","V3.2","V1.1","V3.3","V5.4","V5.5","V4.1","V3.4","V4.2","V3.5","V5.6","V3.6","V4.3","V5.7","V3.7","V5.8","V5.9"
"1",1,1.38028169014085,1.29032258064516,1.20459290187891,2.48953974895397,1.73214285714286,1.15830115830116,1.28205128205128,1.06976744186047,2.25824175824176,1.10606060606061,1.72,1.25233644859813,1.72307692307692,1.35815602836879,1.77611940298507,1.12280701754386,2.04678362573099,1.7025,1.06748466257669,1.19148936170213,1.03015075376884,1.00963081861958,1.75945017182131,1.27741935483871
