"","V4","V4.1","V4.2","V3","V3.1","V4.3","V4.4","V3.2","V5","V4.5","V2","V2.1","V5.1","V4.6","V3.3","V3.4","V4.7","V5.2","V2.2","V5.3","V2.3","V2.4","V4.8","V5.4","V5.5","V4.9","V3.5","V4.10","V4.11","V4.12","V3.6","V4.13","V2.5","V3.7","V5.6","V1","V3.8","V4.14","V5.7","V5.8","V2.6","V2.7","V4.15","V4.16","V5.9","V1.1","V4.17","V2.8","V5.10","V5.11","V4.18","V4.19","V4.20","V4.21","V3.9","V4.22","V5.12","V1.2","V3.10","V5.13","V4.23","V1.3","V4.24","V3.11","V3.12","V2.9","V5.14","V2.10","V3.13","V2.11","V5.15","V3.14","V2.12","V5.16","V4.25","V3.15","V3.16","V5.17","V1.4","V2.13","V4.26","V3.17","V5.18","V3.18","V3.19","V4.27","V3.20","V4.28","V3.21","V5.19","V3.22","V2.14","V2.15","V5.20","V2.16","V1.5","V5.21","V5.22","V5.23","V3.23","V4.29","V5.24","V5.25","V2.17","V2.18","V3.24","V1.6","V2.19","V2.20","V1.7","V2.21","V5.26","V1.8","V5.27","V4.30","V5.28","V4.31","V4.32","V4.33","V2.22","V4.34","V1.9","V4.35","V3.25","V4.36","V5.29","V1.10","V1.11","V3.26","V3.27"
"1",2.42361111111111,2.8348623853211,2.38888888888889,2.44262295081967,2.81034482758621,5.2972972972973,4.115625,1.52777777777778,1,1.35220125786164,1.5,2.38,1,1.33673469387755,1.4,5.8,1.5,1,1.8030303030303,1,1.51807228915663,2.81034482758621,1.8399209486166,2.265625,1,1.15686274509804,1.075,2.29310344827586,1.25,2.24444444444444,1.22222222222222,1.20095693779904,2.07407407407407,1.125,1,1.05555555555556,1.89285714285714,1.11764705882353,1.21153846153846,1,1.84210526315789,1.6530612244898,3.07246376811594,1.06153846153846,1,1.08333333333333,1.07142857142857,1.67058823529412,1.86734693877551,1.34108527131783,3.02222222222222,3.04081632653061,1.89473684210526,11.9135802469136,1.44705882352941,1.52380952380952,1,1.19047619047619,2.25,1,2.41538461538462,1.1875,2.06434316353887,1.49400479616307,3.71052631578947,1.1875,1,1.42857142857143,2.22857142857143,1.80952380952381,1,2.84905660377358,1.88339222614841,1.51436781609195,2.53703703703704,1.72277227722772,5.5625,1,1.77142857142857,2.10810810810811,2,3.69565217391304,9.14754098360656,1.6875,3.43888888888889,1.65,1.69811320754717,2.14344262295082,1.14285714285714,1.04639175257732,1.21428571428571,1.5,1.11,1.32084309133489,1.23529411764706,1.07142857142857,1,1,3.05245901639344,1.38235294117647,2,1,1,4.16129032258065,1.84496124031008,1.19354838709677,1.30357142857143,1.36363636363636,1.38235294117647,1.03571428571429,1.125,1.22727272727273,2.4040404040404,1,1.27777777777778,1,1.21951219512195,1.55,1.17142857142857,1.52941176470588,1,1.04545454545455,1.36585365853659,1.1,1.18604651162791,1,6.39884393063584,1.08256880733945,3.75,1.31707317073171
