"","V3","V4","V4.1","V5","V4.2","V4.3","V4.4","V3.1","V1","V4.5","V3.2","V3.3","V2","V2.1","V2.2","V1.1","V2.3","V1.2","V4.6","V4.7","V3.4","V4.8","V4.9","V2.4","V3.5","V4.10","V3.6","V3.7","V3.8","V3.9","V3.10","V3.11","V2.5","V3.12","V4.11","V4.12","V3.13","V3.14","V3.15","V4.13","V1.3","V2.6","V3.16","V3.17","V3.18","V4.14","V4.15","V3.19","V3.20","V3.21","V4.16","V3.22","V1.4","V3.23","V3.24","V1.5","V1.6","V3.25","V3.26","V4.17","V1.7","V1.8","V4.18","V1.9","V4.19","V3.27","V2.7","V3.28","V3.29","V2.8","V4.20","V3.30","V4.21","V2.9","V5.1","V3.31","V3.32","V2.10","V1.10","V2.11","V1.11","V4.22","V2.12","V3.33","V5.2","V5.3","V1.12","V3.34","V3.35","V2.13","V3.36","V3.37","V2.14","V3.38","V5.4","V3.39","V3.40","V3.41","V5.5","V3.42","V1.13","V5.6","V2.15","V3.43","V2.16","V4.23","V3.44","V4.24","V3.45","V3.46","V4.25","V3.47","V3.48","V3.49","V1.14","V3.50","V4.26","V1.15","V3.51","V4.27","V3.52","V1.16","V4.28","V1.17","V3.53","V4.29","V2.17","V3.54","V1.18","V2.18","V3.55"
"1",6.28322440087146,1.94029850746269,1.30357142857143,1.35593220338983,1.27272727272727,1,1.6025641025641,1.66666666666667,1.08839779005525,1.07042253521127,2.13013698630137,1.93664383561644,1.06106870229008,1.0873786407767,1.40425531914894,1.48669201520913,1.15625,1.73858921161826,1,1,1.40625,1,1,1.14285714285714,7.09821428571429,1.41379310344828,1.54597701149425,1.85526315789474,2.2,1.99107142857143,2.33720930232558,3.4822695035461,2.20779220779221,5.96666666666667,1.22875816993464,1.21621621621622,9.7986577181208,1.29166666666667,2.1797153024911,1.20855614973262,1.20512820512821,1.03846153846154,1.85714285714286,8.77906976744186,1.96,1,1,1.27272727272727,1.31578947368421,1.10714285714286,1.04615384615385,1.67768595041322,1.11666666666667,1.0017825311943,1.21052631578947,6.71381578947368,1.13333333333333,4.8785046728972,1.38095238095238,1.1264367816092,1.75862068965517,1.9212962962963,2.73873873873874,8.75471698113208,1.18,1.10377358490566,1.67521367521368,1.25,1.48605577689243,1.05780346820809,1,6.25316455696202,1.61627906976744,1.3,2.45588235294118,6.25862068965517,1.1304347826087,1.2,4.15577889447236,1.92741935483871,1.77173913043478,1,1.03389830508475,2.76744186046512,1.89655172413793,1.1969111969112,1.05217391304348,1.05,1.23809523809524,5.36792452830189,1.03191489361702,1.60062893081761,1.0625,2.3,2.13333333333333,1.8936170212766,1.21875,1.35714285714286,1.28205128205128,1.43159922928709,1.15254237288136,1.60759493670886,1.14285714285714,1.17758186397985,2.48148148148148,1.01075268817204,1.8868778280543,1,1.30769230769231,1.9126213592233,1.83962264150943,3.92650918635171,4.41791044776119,1.23741007194245,1.375,4.30172413793103,2,1.65454545454545,1.02083333333333,1.06521739130435,1.84615384615385,1.95652173913043,1.28723404255319,2.25510204081633,2.79636363636364,1,1.11111111111111,1.21428571428571,5.81773399014778,1.62152777777778,2.125
