"","V3","V1","V2","V4","V3.1","V2.1","V2.2","V2.3","V1.1","V1.2","V1.3","V1.4","V2.4","V3.2","V3.3","V3.4","V1.5","V2.5","V2.6","V1.6","V1.7","V4.1","V4.2","V3.5","V3.6","V3.7","V5","V1.8","V1.9","V2.7","V3.8","V4.3","V2.8","V5.1","V3.9","V4.4","V3.10","V2.9","V5.2","V4.5","V2.10","V1.10","V1.11","V3.11","V3.12","V4.6","V3.13","V2.11","V1.12","V1.13","V5.3","V4.7","V1.14","V3.14","V3.15","V3.16","V1.15","V4.8","V3.17","V4.9","V2.12","V4.10","V3.18","V2.13","V5.4","V2.14","V2.15","V4.11","V4.12","V4.13"
"1",1.77710843373494,1.75,1.22857142857143,1.0506329113924,8.29166666666667,1.44230769230769,1.35416666666667,3.00475059382423,1.86486486486487,1.18367346938776,3.00604229607251,22.1470588235294,5.21285140562249,16.92,1,1.07741935483871,1.31707317073171,1.67857142857143,4.23404255319149,1.97058823529412,1.52173913043478,2.37647058823529,1.10227272727273,12.6071428571429,1.08333333333333,1.99242424242424,28.804347826087,1.11764705882353,1.16666666666667,2.05769230769231,12.75,2.84210526315789,1.26086956521739,1.26829268292683,3.30487804878049,2.05882352941176,4.65384615384615,1.37037037037037,1.34285714285714,2.53284671532847,4.09859154929577,1.90243902439024,2.15217391304348,9.85714285714286,12.2352941176471,1.31428571428571,4.86206896551724,1.89130434782609,2.06521739130435,1.1,15.1764705882353,1.92452830188679,2.18421052631579,2.2463768115942,12.0645161290323,6.92857142857143,1.40540540540541,1.20408163265306,1.2,1.10843373493976,1.30434782608696,1.03571428571429,1.68,1.04545454545455,5.78645833333333,1.18181818181818,1.73584905660377,3.596,3.2247191011236,1.47058823529412
