"","V1"
"Youtube Corpus_2JZbsDD2uw.txt",5
"Youtube Corpus_N2R94K9g5k.txt",4
"Youtube Corpus03sK-eMNYCA.txt",1
"Youtube Corpus0dRzwvIyjoU.txt",5
"Youtube Corpus0jFNDOyIdkw.txt",1
"Youtube Corpus40emGrUv02k.txt",1
"Youtube Corpus4A2GlmNNkvs.txt",5
"Youtube Corpus4Ejaz1NcTk8.txt",1
"Youtube Corpus6wuBt2Nv18w.txt",1
"Youtube Corpus738cZ13hhXA.txt",5
"Youtube Corpus739cEwweKn4.txt",1
"Youtube Corpus8I619XdeC0w.txt",3
"Youtube Corpus92YKZVlsrzg.txt",1
"Youtube CorpusA5dITRwB7xo.txt",5
"Youtube CorpusaJOZo8qlSuw.txt",3
"Youtube CorpusaM0_Ls9oZFg.txt",1
"Youtube CorpusAxam9Gr4UJ0.txt",5
"Youtube CorpusBlM2T1beKbg.txt",1
"Youtube CorpusbumQ8QGMjpc.txt",3
"Youtube Corpusc2rIY26mJn4.txt",4
"Youtube CorpuscaEnLvQ1slQ.txt",2
"Youtube CorpusCEq2llTFqU8.txt",5
"Youtube Corpuscf2LAr2DIPU.txt",3
"Youtube CorpusCFl0fy7F9p4.txt",5
"Youtube CorpusCIsH3qFCidg.txt",5
"Youtube CorpuscNYckhMfU5s.txt",1
"Youtube CorpuscOC-ad0BsY0.txt",2
"Youtube CorpuscUwWFTHftMM.txt",3
"Youtube CorpusCVmfP8TaqNU.txt",2
"Youtube CorpusCY9xwOA5cmQ.txt",1
"Youtube CorpusdI6b349ESEM.txt",3
"Youtube CorpusDquAxwOZwvc.txt",4
"Youtube CorpusDR0F6Bp8bqU.txt",1
"Youtube CorpusDuO31Ro2ypg.txt",4
"Youtube CorpusE-b47SVOcLI.txt",4
"Youtube CorpuseCSuvg7YDbY.txt",5
"Youtube CorpusEcU9uFTW5_g.txt",2
"Youtube CorpusEdtF0S1_zz0.txt",2
"Youtube CorpusEPm7wSl1z54.txt",3
"Youtube CorpuseRntxqpt4fo.txt",3
"Youtube CorpusFRgtvyDaFtw.txt",4
"Youtube CorpusFuKzngwzDYI.txt",5
"Youtube CorpusGnnpgrYgmiY.txt",1
"Youtube CorpusH5oXR2IR3EI.txt",1
"Youtube CorpusH7ZHemE2nRs.txt",4
"Youtube CorpushG-sY6837fk.txt",3
"Youtube CorpusI5AW9qpOkU4.txt",5
"Youtube CorpusI79Y2hiT8hQ.txt",2
"Youtube CorpusimirzyrjOu0.txt",5
"Youtube CorpusIms3KPE3-LM.txt",3
"Youtube CorpusiQW_MErVTps.txt",3
