"","V5","V4","V1","V5.1","V1.1","V1.2","V5.2","V1.3","V1.4","V5.3","V1.5","V4.1","V1.6","V5.4","V3","V1.7","V5.5","V1.8","V3.1","V4.2","V2","V5.6","V3.2","V5.7","V5.8","V1.9","V2.1","V3.3","V2.2","V1.10","V3.4","V4.3","V1.11","V4.4","V4.5","V5.9","V2.3","V2.4","V3.5","V3.6","V4.6","V5.10","V1.12","V1.13","V4.7","V3.7","V5.11","V2.5","V5.12","V3.8","V3.9","V1.14","V1.15","V3.10","V5.13","V3.11","V3.12","V5.14","V3.13","V2.6","V4.8","V4.9","V5.15","V2.7","V3.14","V4.10","V4.11","V1.16","V4.12","V4.13","V1.17","V3.15","V4.14","V1.18","V3.16","V4.15","V5.16","V3.17","V1.19","V5.17","V5.18","V3.18","V1.20","V3.19","V5.19","V3.20","V3.21","V4.16","V3.22","V3.23","V3.24","V5.20","V4.17","V4.18","V5.21","V3.25","V5.22","V3.26","V1.21","V2.8","V1.22","V4.19","V3.27","V3.28","V1.23","V5.23","V4.20","V5.24","V4.21","V3.29","V5.25","V1.24","V1.25","V4.22","V3.30","V3.31","V3.32","V4.23","V3.33","V3.34","V1.26","V3.35","V5.26","V4.24","V2.9","V4.25","V3.36","V4.26"
"1",4.37037037037037,3.17647058823529,1.20779220779221,2.02290076335878,4.45714285714286,5.16,2.69767441860465,3.21100917431193,6.43396226415094,1.1,10.2222222222222,1,1.06976744186047,4.97385620915033,1.35,5.4,1.1,3.70603015075377,1.34149326805386,1.75503355704698,1.29411764705882,3.08085106382979,1.07692307692308,1.58823529411765,3,7.45,6.0327868852459,1.109375,1.51858254105445,2.8406779661017,1.48,1.42105263157895,1.55,2.29347826086957,3.83700440528634,3.31481481481481,1.5047619047619,1.1,1.55844155844156,1.09259259259259,1.09836065573771,3.47058823529412,1.65217391304348,1.11578947368421,1.17647058823529,1.34146341463415,2.41780821917808,1.26724137931034,1.32075471698113,1.17307692307692,1.68421052631579,1.36842105263158,6.57692307692308,3.78048780487805,6.38118811881188,2.33898305084746,2.52,3.53125,1.1767955801105,1.1,4.04365079365079,6.08050847457627,3.59259259259259,1.07692307692308,1.46428571428571,1.1566265060241,1.26388888888889,1.61647058823529,1.49141347424042,7.45138888888889,4.43636363636364,1.62025316455696,9.70588235294118,1.47368421052632,3.09302325581395,1.07042253521127,2.45833333333333,1.03125,4.475,1.1,6.17391304347826,1.94117647058824,1.28358208955224,1.56756756756757,1.16006600660066,1.20588235294118,1.43636363636364,1.16875,2.08695652173913,1.08,1.375,3.40789473684211,1.4,1.35897435897436,2.15533980582524,1.24074074074074,6.54716981132075,1.01587301587302,1.125,1.1,2.25,1.25373134328358,1.1,1.34666666666667,1.15189873417722,1.11627906976744,1.07936507936508,11.7837837837838,1,1.14285714285714,1.1,1.8,2.08695652173913,1.19666666666667,1.27536231884058,2.83950617283951,2.07843137254902,1.01449275362319,1.87878787878788,1.25,1.41274238227147,1.525,2.38461538461538,1.7,13.377245508982,6.08510638297872,1.41666666666667,1.88356164383562
