"","V3","V1","V3.1","V1.1","V3.2","V1.2","V2","V1.3","V3.3","V1.4"
"1",1.10416666666667,2.69072164948454,1.26589595375723,2.67609254498715,1.19327731092437,2.52023121387283,1.01417525773196,2.86423841059603,1.0065274151436,3.01798561151079
