"","V4","V5","V4.1","V5.1","V4.2","V5.2","V4.3","V5.3","V4.4","V5.4"
"1",1.22051886792453,1.22605363984674,1.1689497716895,1.24207492795389,1.20070422535211,1.71100917431193,1.47903430749682,1.77456647398844,1.55123216601816,1.88915375446961
