"","V3","V2","V3.1","V4","V3.2","V2.1","V3.3","V2.2","V3.4","V2.3","V3.5","V2.4","V3.6","V2.5","V3.7","V2.6","V2.7","V2.8"
"1",1.39050701186624,1.82929515418502,1.44358407079646,8.80246913580247,1.41017316017316,1.686175580222,1.43630214205186,1.74463738508682,1.38713195201745,2.07810499359795,1.31368421052632,1.76507936507937,1.24387755102041,1.75641025641026,1.27225672877847,2.03172737955347,1.85469107551487,2.42938659058488
