"","V1"
"0000320193-17-000070_Business.txt",1
"0000320193-17-000070_Risk.txt",2
"0000320193-18-000145_Business.txt",1
"0000320193-18-000145_Risk.txt",2
"0000320193-19-000119_Business.txt",4
"0000320193-19-000119_Risk.txt",2
"0000320193-20-000096_Business.txt",4
"0000320193-20-000096_Risk.txt",2
"0001628280-16-020309_Business.txt",1
