"","V4","V3","V4.1","V3.1","V5","V3.2","V5.1","V3.3","V4.2"
"1",1.14883720930233,1.35538461538462,1.21256038647343,1.33231707317073,2.89261744966443,1.23699421965318,2.17857142857143,1.2921511627907,1.1203125
