"","V1","V2","V2.1","V1.1","V1.2","V1.3","V2.2","V5","V1.4"
"1",1.07051282051282,1.07560137457045,1.08994708994709,1.49137931034483,1.36885245901639,1.02180685358255,1.03726708074534,1.03894080996885,1.00303951367781
