"","V3","V5","V1","V3.1","V4","V5.1","V5.2","V3.2","V3.3","V2","V5.3","V2.1","V5.4","V3.4","V3.5","V4.1","V2.2","V5.5","V1.1","V5.6","V5.7","V3.6","V5.8","V4.2","V3.7","V5.9","V2.3","V4.3","V4.4","V3.8","V5.10"
"1",1.18461538461538,3.63888888888889,21.8378378378378,2.23809523809524,3.55555555555556,1.2962962962963,2.43333333333333,3.41176470588235,3.075,5.08571428571429,1.44444444444444,4.73913043478261,1.85714285714286,1.1219512195122,1.38461538461538,1.35555555555556,6.4,1.20454545454545,1.1,2.78571428571429,3.90196078431373,2.58490566037736,1.1,1.11594202898551,1.6,5.2,4.84444444444444,6.80555555555556,1.65789473684211,3.58620689655172,1.16129032258065
