"","V2","V2.1","V4","V3","V1","V2.2","V5","V5.1","V2.3","V3.1","V2.4","V4.1","V2.5","V4.2","V2.6","V1.1","V5.2","V2.7","V2.8","V2.9","V2.10","V1.2","V4.3","V2.11","V2.12","V1.3","V2.13","V2.14","V1.4","V4.4","V1.5","V4.5","V3.2","V1.6","V4.6","V2.15","V1.7","V2.16","V5.3","V2.17","V5.4","V5.5","V5.6","V1.8","V1.9","V2.18","V5.7","V5.8","V2.19","V1.10","V5.9","V5.10"
"1",1.04938271604938,1.09090909090909,1.32142857142857,3.35294117647059,1.18,2.48387096774194,1.47142857142857,1.06578947368421,2.98939929328622,1.07042253521127,1.2,1.52173913043478,1.359375,1.34615384615385,3.74626865671642,1.5,1,1.28571428571429,2.20422535211268,2.13235294117647,3.33103448275862,1.24675324675325,1,1.8125,1.40689655172414,1.25757575757576,1.90625,1.02105263157895,1.14285714285714,1.13157894736842,1.625,1,2.05263157894737,1.16037735849057,1.33333333333333,2.12,1.3,1.42857142857143,1.35714285714286,2.5609756097561,1.10526315789474,1.13793103448276,1.1,1.18367346938776,1.45762711864407,1.34883720930233,1.00869565217391,1.12941176470588,1.05555555555556,1.07894736842105,1.03370786516854,2.07142857142857
