"","V3","V3.1","V4","V3.2","V3.3","V5","V3.4","V3.5","V3.6","V3.7","V2","V4.1","V5.1","V2.1","V2.2","V1","V4.2","V2.3","V5.2","V5.3","V5.4","V3.8","V1.1","V4.3","V4.4","V3.9","V2.4","V5.5","V3.10","V3.11","V5.6","V3.12","V3.13","V3.14","V2.5","V3.15","V3.16","V4.5","V5.7","V4.6","V5.8","V4.7","V2.6","V4.8","V3.17","V4.9","V3.18","V5.9","V4.10","V5.10","V5.11","V3.19","V4.11","V5.12","V1.2","V5.13","V3.20","V3.21","V3.22","V3.23","V1.3","V2.7","V5.14","V1.4","V2.8","V3.24","V3.25","V3.26","V2.9","V5.15","V3.27","V3.28","V4.12","V3.29","V5.16","V5.17","V5.18","V5.19","V3.30","V3.31","V3.32","V3.33","V5.20","V5.21","V4.13","V5.22","V3.34","V2.10","V5.23","V4.14","V3.35","V2.11","V3.36","V5.24","V1.5","V3.37","V2.12","V5.25","V4.15","V3.38","V4.16","V4.17","V5.26","V3.39","V2.13","V5.27","V3.40","V3.41","V2.14","V5.28","V5.29","V4.18","V3.42","V2.15","V5.30","V5.31","V1.6","V2.16","V1.7","V3.43","V4.19","V4.20"
"1",1.28,1.16666666666667,1.22784810126582,1.19070904645477,1.21212121212121,2,1.89830508474576,2.85,1.16216216216216,1.5,2.06,1.925,1,1.98897637795276,1.38888888888889,1.05555555555556,1.20052770448549,3.04615384615385,1,1,1,2.18243243243243,1.29245283018868,1.03571428571429,1.26126126126126,1.12217194570136,1.96794871794872,1,1.21052631578947,1.58064516129032,1.15625,1.46428571428571,2.27272727272727,2.25609756097561,3.95774647887324,2.56,1.14516129032258,1.74157303370787,1,1.2,1,1.75277337559429,1.33333333333333,2.64367816091954,1.03846153846154,6.1044776119403,1.5625,1,1.25,1.15596330275229,2.55263157894737,1.04291845493562,1.36231884057971,1,1.36111111111111,1.34031413612565,1.89325842696629,2,1.04761904761905,1.10714285714286,1.03921568627451,1.82608695652174,1.10714285714286,1.22727272727273,1.94805194805195,1.52857142857143,2.23076923076923,1.0381679389313,2.1830985915493,2.08823529411765,1.1969696969697,1.56923076923077,4.25,1.33333333333333,1.31111111111111,1,1.09756097560976,1.92592592592593,1.06,1.58333333333333,1.16666666666667,1.53012048192771,1.09375,1.46788990825688,1.09375,1.29032258064516,1.72,1.28205128205128,1.890625,1.05084745762712,1.89473684210526,2.71428571428571,1.21052631578947,1,1.22222222222222,1.64,1.00409836065574,1,1.05882352941176,1.68181818181818,4.70886075949367,1.0327868852459,1.13793103448276,1.22222222222222,1.03571428571429,1,1.21,1.63157894736842,1.30952380952381,1.256,1,1.64,1.13253012048193,7.40625,1.59498207885305,1.17480719794344,1.05714285714286,4.00934579439252,1.06896551724138,1.18367346938776,1.14583333333333,1.66666666666667
