"","V3","V2","V3.1","V2.1","V3.2","V2.2","V3.3","V2.3","V3.4","V2.4","V3.5","V2.5","V3.6","V2.6","V4","V2.7","V2.8"
"1",1.13424657534247,2.22435897435897,1.09127516778523,2.21511627906977,1.09555854643338,2.47802197802198,1.0699865410498,2.87203791469194,1.04842931937173,2.28502415458937,1.0978835978836,2.15384615384615,1.03430079155673,2.33004926108374,1.0013037809648,2.23152709359606,2.20491803278689
