"","V1","V5","V1.1","V5.1","V1.2","V5.2","V1.3","V5.3","V1.4","V5.4","V1.5","V5.5","V1.6","V5.6","V1.7","V5.7","V5.8"
"1",1.33454106280193,1.92219020172911,1.31242312423124,2.00524934383202,1.31203931203931,1.77605321507761,1.35974842767296,1.54785478547855,1.37328339575531,1.93868921775899,1.33975903614458,2.1047619047619,1.47448979591837,2.34038054968287,1.49088541666667,2.34437086092715,2.44237918215613
