"","V5","V2","V5.1","V1","V5.2","V5.3","V3","V4","V3.1","V4.1","V4.2","V3.2","V1.1","V2.1","V4.3","V4.4","V4.5","V1.2","V5.4","V2.2","V4.6","V5.5"
"1",1,1.44,1,1.83333333333333,1.03333333333333,1.2972972972973,1.40909090909091,1.84210526315789,1.1875,1.44827586206897,1.17391304347826,1.12903225806452,1.64705882352941,1.48387096774194,1.5,4.94300518134715,1.78260869565217,1.46666666666667,1.35714285714286,3.2,1.51612903225806,1.28571428571429
