"","V3","V4","V1","V4.1","V4.2","V5","V2","V1.1","V1.2","V3.1","V2.1","V3.2","V3.3","V4.3","V1.3","V2.2","V2.3","V1.4","V2.4","V3.4","V2.5","V5.1","V5.2","V3.5","V1.5","V1.6","V3.6","V4.4","V3.7","V3.8","V5.3","V3.9","V3.10","V1.7","V3.11","V3.12","V3.13","V1.8","V5.4","V3.14","V1.9","V3.15","V2.6","V3.16","V5.5","V3.17","V4.5","V1.10","V4.6","V5.6","V5.7","V1.11","V2.7","V1.12","V2.8","V3.18","V2.9","V1.13","V1.14"
"1",4.80681818181818,1.16,2.74149659863946,1.71837708830549,1.19213973799127,1.54761904761905,3.11428571428571,4.77,1.09375,1.13355048859935,1.61224489795918,1.30681818181818,1.76086956521739,1.94097222222222,2.14666666666667,1.78333333333333,2.4,1.58108108108108,1.07063197026022,2.4025974025974,1.37037037037037,1.17164179104478,2.31914893617021,2.38139534883721,1.11747851002865,1.59183673469388,1.79635258358663,1.37860082304527,1.30434782608696,2.47410358565737,2.08823529411765,1.31081081081081,2.34530386740331,1.15772870662461,1.09146341463415,2.84246575342466,3.49230769230769,1.07372400756144,1.05263157894737,1.98984771573604,1.05128205128205,7.19230769230769,2.38172043010753,1.37918215613383,1.84375,1.04752066115702,1.16292134831461,2.66666666666667,1.20075757575758,1.17607973421927,1.44324324324324,1.44495412844037,2.38659793814433,1.67945823927765,1.92307692307692,1.1198224852071,1.12765957446809,1.84848484848485,1.03125
