"","V3","V2","V4","V5","V3.1","V1","V5.1","V2.1","V1.1","V2.2","V2.3","V5.2","V4.1","V1.2","V3.2","V5.3","V1.3","V2.4","V3.3","V1.4","V3.4","V4.2","V4.3","V4.4","V4.5"
"1",1.1,1.41836734693878,1.35,4.94974003466205,5.2,5.37113402061856,1.50333333333333,1.64,11.6739130434783,1.51216545012165,5.30593607305936,2.77906976744186,4.64925373134328,3.21428571428571,5.79634464751958,1.32773109243697,11.796875,1.69428571428571,3.36123348017621,2.31034482758621,1.375,1.8,4.30524642289348,2.19921875,2.58080808080808
