"","V5","V3","V1","V2","V1.1","V5.1","V3.1","V5.2","V1.2","V3.2","V4","V4.1","V1.3","V1.4","V1.5","V5.3","V4.2","V4.3","V2.1","V2.2","V3.3","V5.4","V4.4","V5.5","V5.6","V4.5","V4.6","V4.7","V5.7","V2.3","V1.6","V5.8","V2.4","V4.8","V2.5","V4.9","V2.6","V5.9","V5.10","V1.7","V2.7","V4.10","V1.8","V5.11","V5.12","V1.9","V5.13","V5.14","V3.4","V5.15","V5.16","V5.17","V3.5","V4.11","V3.6","V5.18","V4.12","V5.19","V5.20","V4.13","V2.8","V4.14","V1.10","V5.21","V4.15","V4.16","V2.9","V3.7","V4.17","V4.18","V1.11","V5.22","V1.12","V2.10","V4.19","V5.23","V5.24","V2.11","V4.20","V4.21","V4.22","V3.8","V3.9","V4.23","V1.13","V4.24","V2.12","V5.25","V5.26","V4.25","V1.14","V4.26","V5.27","V3.10","V3.11","V2.13","V4.27","V4.28","V4.29","V2.14","V1.15","V1.16","V5.28","V2.15","V1.17","V4.30","V4.31","V4.32","V4.33","V4.34","V1.18","V4.35","V2.16","V4.36","V5.29","V5.30","V3.12","V4.37","V4.38","V3.13","V1.19","V5.31","V5.32","V1.20","V4.39","V2.17","V5.33","V5.34","V5.35","V3.14","V3.15","V2.18"
"1",1.64809384164223,1.38297872340426,1.46666666666667,2.64146341463415,1.81146828844483,2.86075949367089,1.1,5.98245614035088,1.30555555555556,1.3342175066313,1.2520325203252,2.21290322580645,4.22,2.87237762237762,1.78409090909091,1.13362068965517,1.79245283018868,1.21428571428571,3.87878787878788,1.02040816326531,1.96829590488771,2.45215311004785,1.95652173913043,3.70247933884298,1.19883040935673,1.85597826086957,1.45098039215686,1.82022471910112,1.95698924731183,6.42165242165242,1.27027027027027,1.45188284518828,1.01538461538462,1.79310344827586,2.78534031413613,2.70179372197309,1.32692307692308,1.79166666666667,2.54823529411765,2.11273209549072,5.99236641221374,1.11475409836066,1.03448275862069,1.99607843137255,1.09047619047619,1.25190839694656,1.1010101010101,1.73745173745174,1.1,2.72602739726027,5.28985507246377,7.73809523809524,1,2.00900900900901,1.1,2.57894736842105,4.5,5.66666666666667,9.72916666666667,1.09401709401709,1.09134615384615,3.21212121212121,3.19489559164733,3.1443661971831,1.5748502994012,3.32084309133489,1.14285714285714,1.1,2.1820418204182,1.41791044776119,1.50228310502283,3.38095238095238,4.07128712871287,1.82575757575758,1.95778364116095,5.41666666666667,2.75838926174497,1.59259259259259,1,1.42857142857143,1.52238805970149,1.63036565977742,1.1,2.27791563275434,1.11764705882353,2.05772811918063,1.04347826086956,2.32727272727273,11.7555555555556,1.58878504672897,1.03412969283276,1.41121495327103,1.02452316076294,1.26470588235294,1.9,1.78070175438596,1.21428571428571,1.68681780016793,1.45833333333333,1.00746268656716,1.21739130434783,1.05263157894737,3.90220820189274,1.07859358841779,1.22727272727273,1.46666666666667,1.34285714285714,1.51851851851852,1.18103448275862,1.27314814814815,1.18085106382979,1.06896551724138,1.04472843450479,1.12121212121212,3.18343195266272,2.81395348837209,1.4251968503937,1.20502092050209,3.11594202898551,1.1,1.00655737704918,1.45833333333333,1.2,5.89710610932476,1.09537299338999,2.15055762081784,1.75,4.17777777777778,1.53086419753086,1.04841040462428,3.85541125541126,1.76551724137931
