"","V1","V2","V2.1","V5","V1.1","V2.2","V5.1","V2.3","V2.4","V2.5","V4","V2.6","V4.1","V5.2","V3","V5.3","V2.7","V4.2","V2.8","V4.3","V2.9","V4.4","V5.4","V2.10","V4.5","V2.11","V4.6","V5.5","V4.7","V1.2","V2.12","V2.13","V5.6","V4.8"
"1",9.26494023904382,1.1,1.21739130434783,3.44031311154599,1.175,3.30120481927711,2.41708542713568,1.1,3.50310559006211,2.34146341463415,1.6969696969697,1.47727272727273,1.75308641975309,1.21698113207547,5.56228571428571,1.46892655367232,1.1,1.12371134020619,1.1,1.38728323699422,8.01754385964912,3.64102564102564,4.46666666666667,1.04,1.26522187822497,1.1,5.02040816326531,9.07079646017699,2.8,3.63636363636364,17.6666666666667,1.48531810766721,3.73239436619718,15.7222222222222
