"","V3","V5","V5.1","V1","V4","V1.1","V1.2","V5.2","V5.3","V5.4","V2","V1.3","V1.4","V1.5","V1.6","V1.7","V5.5","V1.8","V5.6","V1.9","V3.1","V1.10","V3.2","V3.3","V1.11","V5.7","V1.12","V1.13","V1.14","V4.1","V3.4","V1.15","V3.5","V2.1"
"1",2.86857142857143,1,1,4.088,1.40350877192982,1.12162162162162,2.68918918918919,1,1.50467289719626,1.13888888888889,1.17857142857143,1.83333333333333,4.01908396946565,2.16326530612245,2.87828947368421,4.21428571428571,1,1.94,1,3.93181818181818,1.21276595744681,3,1.07142857142857,1.13636363636364,7.17777777777778,1,1.04255319148936,1.32421875,1.51162790697674,1.11111111111111,1.19117647058824,2.8711943793911,1.29090909090909,1.44
